0,1,2,3,4,5,6,7
"Conjugation of vero (first conjugation, defective, active only)",,,,,,,
indicative,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,vērō,vērās,vērat,vērāmus,vērātis,vērant
imperfect,vērābam,vērābās,vērābat,vērābāmus,vērābātis,vērābant,
future,vērābō,vērābis,vērābit,vērābimus,vērābitis,vērābunt,
subjunctive,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,vērem,vērēs,vēret,vērēmus,vērētis,vērent
imperfect,vērārem,vērārēs,vērāret,vērārēmus,vērārētis,vērārent,
imperative,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,—,vērā,—,—,vērāte,—
future,—,vērātō,vērātō,—,vērātōte,vērantō,
non-finite forms,active,passive,,,,,
present,perfect,future,present,perfect,future,,
infinitives,vērāre,—,—,—,—,—,
participles,vērāns,—,—,—,—,—,
verbal nouns,gerund,supine,,,,,
nominative,genitive,dative/ablative,accusative,accusative,ablative,,
vērāre,vērandī,vērandō,vērandum,—,—,,
