0,1,2,3,4,5,6,7
indicative,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,—,—,pudet,—,—,pudent
future,—,—,pudēbit,—,—,pudēbunt,
imperfect,—,—,pudēbat,—,—,—,
perfect,—,—,"puduit, or puditum est",—,—,—,
pluperfect,—,—,puduerat,—,—,—,
future perfect,—,—,puduerit,—,—,—,
subjunctive,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,—,—,pudeat,—,—,—
imperfect,—,—,"pudēret, or puditum esset",—,—,—,
perfect,—,—,puduerit,—,—,—,
pluperfect,—,—,puduisset,—,—,—,
,active,passive,,,,,
present,perfect,future,present,perfect,future,,
infinitives,pudēre,puduisse,—,—,—,—,
participles,pudēns,—,"puditūrus -ra, -rum",—,—,—,
