0,1,2,3,4,5,6
Case,Singular,Plural,,,,
nominative,pedīculus,pedīculī,,,,
genitive,pedīculī,pedīculōrum,,,,
dative,pedīculō,pedīculīs,,,,
accusative,pedīculum,pedīculōs,,,,
ablative,pedīculō,pedīculīs,,,,
vocative,pedīcule,pedīculī,,,,
peda  pedālis  pedāneus  pedārius  pedātim  pedātūra,,pedātus  pedeplāna  pedēs  pedester  pedetemptim  pedica,,pedicinus  pedis  pedisequus  peditātus  peditō  pedō,,pedocucullus  pedunculus  pedūlis  pedūle  pēs
Case,Singular,Plural,,,,
nominative,pēdīculus,pēdīculī,,,,
genitive,pēdīculī,pēdīculōrum,,,,
dative,pēdīculō,pēdīculīs,,,,
accusative,pēdīculum,pēdīculōs,,,,
ablative,pēdīculō,pēdīculīs,,,,
vocative,pēdīcule,pēdīculī,,,,
