0,1,2,3,4
Audio,,(file),,
"Inflection of uitstoten (weak with strong past participle, separable)",,,,
infinitive,uitstoten,,,
past singular,stootte uit,,,
past participle,uitgestoten,,,
infinitive,uitstoten,,,
gerund,uitstoten n,,,
verbal noun,—,,,
,main clause,subordinate clause,,
,present tense,past tense,present tense,past tense
1st person singular,stoot uit,stootte uit,uitstoot,uitstootte
2nd person sing. (jij),stoot uit,stootte uit,uitstoot,uitstootte
2nd person sing. (u),stoot uit,stootte uit,uitstoot,uitstootte
2nd person sing. (gij),stoot uit,stootte uit,uitstoot,uitstootte
3rd person singular,stoot uit,stootte uit,uitstoot,uitstootte
plural,stoten uit,stootten uit,uitstoten,uitstootten
,,,,
subjunctive sing.1,stote uit,stootte uit,uitstote,uitstootte
subjunctive plur.1,stoten uit,stootten uit,uitstoten,uitstootten
,,,,
imperative sing.,stoot uit,,,
imperative plur.1,stoot uit,,,
,,,,
participles,uitstotend,uitgestoten,,
1) Archaic.,,,,
"Inflection of uitstoten (strong class 7, separable)",,,,
infinitive,uitstoten,,,
past singular,stiet uit,,,
past participle,uitgestoten,,,
infinitive,uitstoten,,,
gerund,uitstoten n,,,
verbal noun,—,,,
,main clause,subordinate clause,,
,present tense,past tense,present tense,past tense
1st person singular,stoot uit,stiet uit,uitstoot,uitstiet
2nd person sing. (jij),stoot uit,stiet uit,uitstoot,uitstiet
2nd person sing. (u),stoot uit,stiet uit,uitstoot,uitstiet
2nd person sing. (gij),stoot uit,stiet uit,uitstoot,uitstiet
3rd person singular,stoot uit,stiet uit,uitstoot,uitstiet
plural,stoten uit,stieten uit,uitstoten,uitstieten
,,,,
subjunctive sing.1,stote uit,stiete uit,uitstote,uitstiete
subjunctive plur.1,stoten uit,stieten uit,uitstoten,uitstieten
,,,,
imperative sing.,stoot uit,,,
imperative plur.1,stoot uit,,,
,,,,
participles,uitstotend,uitgestoten,,
1) Archaic.,,,,
