0,1,2
Audio,,(file)
PIE root,,
*gʰed-,,
"Inflection of vergeten (strong class 5, prefixed)",,
infinitive,vergeten,
past singular,vergat,
past participle,vergeten,
infinitive,vergeten,
gerund,vergeten n,
verbal noun,—,
,present tense,past tense
1st person singular,vergeet,vergat
2nd person sing. (jij),vergeet,vergat
2nd person sing. (u),vergeet,vergat
2nd person sing. (gij),vergeet,vergat
3rd person singular,vergeet,vergat
plural,vergeten,vergaten
,,
subjunctive sing.1,vergete,vergate
subjunctive plur.1,vergeten,vergaten
,,
imperative sing.,vergeet,
imperative plur.1,vergeet,
,,
participles,vergetend,vergeten
1) Archaic.,,
Inflection of vergeten,,
uninflected,vergeten,
inflected,vergeten,
comparative,—,
,positive,
predicative/adverbial,vergeten,
indefinite,m./f. sing.,vergeten
n. sing.,vergeten,
plural,vergeten,
definite,vergeten,
partitive,vergetens,
