0,1,2
audio (Belgium),,(file)
audio (Netherlands),,(file)
<  6,7.0,8  >
Cardinal : zeven     Ordinal : zevende,,
,,
Inflection of zeven (weak),,
infinitive,zeven,
past singular,zeefde,
past participle,gezeefd,
infinitive,zeven,
gerund,zeven n,
verbal noun,—,
,present tense,past tense
1st person singular,zeef,zeefde
2nd person sing. (jij),zeeft,zeefde
2nd person sing. (u),zeeft,zeefde
2nd person sing. (gij),zeeft,zeefde
3rd person singular,zeeft,zeefde
plural,zeven,zeefden
,,
subjunctive sing.1,zeve,zeefde
subjunctive plur.1,zeven,zeefden
,,
imperative sing.,zeef,
imperative plur.1,zeeft,
,,
participles,zevend,gezeefd
1) Archaic.,,
