0,1,2
Audio,,(file)
PIE root,,
*gerbʰ-,,
Inflection of kerven (weak),,
infinitive,kerven,
past singular,kerfde,
past participle,gekerfd,
infinitive,kerven,
gerund,kerven n,
verbal noun,—,
,present tense,past tense
1st person singular,kerf,kerfde
2nd person sing. (jij),kerft,kerfde
2nd person sing. (u),kerft,kerfde
2nd person sing. (gij),kerft,kerfde
3rd person singular,kerft,kerfde
plural,kerven,kerfden
,,
subjunctive sing.1,kerve,kerfde
subjunctive plur.1,kerven,kerfden
,,
imperative sing.,kerf,
imperative plur.1,kerft,
,,
participles,kervend,gekerfd
1) Archaic.,,
Inflection of kerven (strong class 3),,
infinitive,kerven,
past singular,korf,
past participle,gekorven,
infinitive,kerven,
gerund,kerven n,
verbal noun,—,
,present tense,past tense
1st person singular,kerf,korf
2nd person sing. (jij),kerft,korf
2nd person sing. (u),kerft,korf
2nd person sing. (gij),kerft,korft
3rd person singular,kerft,korf
plural,kerven,korven
,,
subjunctive sing.1,kerve,korve
subjunctive plur.1,kerven,korven
,,
imperative sing.,kerf,
imperative plur.1,kerft,
,,
participles,kervend,gekorven
1) Archaic.,,
kerf  kerfbank  kerfbeitel  kerfbijl  kerfboothamer  kerfdiertje  kerfhak  kerfhamer  kerfhout  kerfkist  kerfmachine  kerfmes  kerfnagel  kerfpartij  kerfrand  kerfsnijmes  kerfsnijwerk  kerfstok  kerftaaiheid  kerftabak  kerfvijl  kerfwerk  kerver  kerving  inkerven,,
