0,1,2,3,4
,nominative,accusative,dative,genitive
,Strong declension,,,
Masculine,vrî,vrîen,vrîem(e) (vrîennote),vrîes
Neuter,vrî,,,
Feminine,vrîe,vrîer(e),,
Plural,vrîe,vrîen,vrîer(e),
,Weak declension,,,
Masculine,vrîe,vrîen,vrîen,
Neuter,vrîe,,,
Feminine,vrîen,,,
Plural,vrîen,,,
The longer forms become rarer in the course of the period.,,,,
,nominative,accusative,dative,genitive
,Strong declension,,,
Masculine,vrî,vrîgen,vrîgem(e) (vrîgennote),vrîges
Neuter,vrî,,,
Feminine,vrîge,vrîger(e),,
Plural,vrîge,vrîgen,vrîger(e),
,Weak declension,,,
Masculine,vrîge,vrîgen,vrîgen,
Neuter,vrîge,,,
Feminine,vrîgen,,,
Plural,vrîgen,,,
The longer forms become rarer in the course of the period.,,,,
