0,1,2,3,4
<  1st,2nd,3rd  >,,
Cardinal : dva     Ordinal : druhý,,,,
,,,,
singular,,,,
,masculine animate,masculine inanimate,feminine,neuter
nominative,druhý,druhá,druhé,
genitive,druhého,druhej,druhého,
dative,druhému,druhej,druhému,
accusative,druhého,druhý,druhú,druhé
locative,druhom,druhej,druhom,
instrumental,druhým,druhou,druhým,
plural,,,,
,masculine animate,masculine inanimate,feminine,neuter
nominative,druhí,druhé,,
genitive,druhých,,,
dative,druhým,,,
accusative,druhých,druhé,,
locative,druhých,,,
instrumental,druhými,,,
