0,1,2,3,4,5
PIE root,,,,,
*ǵʰewd-,,,,,
audio,,(file),,,
infinitive,gießen,,,,
present participle,gießend,,,,
past participle,gegossen,,,,
auxiliary,haben,,,,
,indicative,,subjunctive,,
present,ich gieße,wir gießen,i,ich gieße,wir gießen
du gießt,ihr gießt,du gießest,ihr gießet,,
er gießt,sie gießen,er gieße,sie gießen,,
,,,,,
preterite,ich goss,wir gossen,ii,ich gösse,wir gössen
du gosst,ihr gosst,du gössest,ihr gösset,,
er goss,sie gossen,er gösse,sie gössen,,
,,,,,
imperative,gieß (du)gieße (du),gießt (ihr),,,
perfect,,,,,
indicative,ich habe gegossen,wir haben gegossen,subjunctive,ich habe gegossen,wir haben gegossen
du hast gegossen,ihr habt gegossen,du habest gegossen,ihr habet gegossen,,
er hat gegossen,sie haben gegossen,er habe gegossen,sie haben gegossen,,
pluperfect,,,,,
indicative,ich hatte gegossen,wir hatten gegossen,subjunctive,ich hätte gegossen,wir hätten gegossen
du hattest gegossen,ihr hattet gegossen,du hättest gegossen,ihr hättet gegossen,,
er hatte gegossen,sie hatten gegossen,er hätte gegossen,sie hätten gegossen,,
future i,,,,,
infinitive,gießen werden,subjunctive i,ich werde gießen,wir werden gießen,
du werdest gießen,ihr werdet gießen,,,,
er werde gießen,sie werden gießen,,,,
,,,,,
indicative,ich werde gießen,wir werden gießen,subjunctive ii,ich würde gießen,wir würden gießen
du wirst gießen,ihr werdet gießen,du würdest gießen,ihr würdet gießen,,
er wird gießen,sie werden gießen,er würde gießen,sie würden gießen,,
future ii,,,,,
infinitive,gegossen haben werden,subjunctive i,ich werde gegossen haben,wir werden gegossen haben,
du werdest gegossen haben,ihr werdet gegossen haben,,,,
er werde gegossen haben,sie werden gegossen haben,,,,
,,,,,
indicative,ich werde gegossen haben,wir werden gegossen haben,subjunctive ii,ich würde gegossen haben,wir würden gegossen haben
du wirst gegossen haben,ihr werdet gegossen haben,du würdest gegossen haben,ihr würdet gegossen haben,,
er wird gegossen haben,sie werden gegossen haben,er würde gegossen haben,sie würden gegossen haben,,
abgießen  angießen  ausgießen  begießen,,eingießen  ergießen  Gießen,,,
