0,1,2
,,
infinitive,gluoen,
indicative,present,past
1st person singular,gluou,gluota
2nd person singular,gluois,gluotos
3rd person singular,gluoit,gluota
1st person plural,"gluoem, gluoemes","gluotum, gluotumes"
2nd person plural,gluoet,gluotut
3rd person plural,gluoent,gluotun
subjunctive,present,past
1st person singular,gluoe,gluoti
2nd person singular,gluoes,gluotis
3rd person singular,gluoe,gluoti
1st person plural,"gluoem, gluoemes","gluotim, gluotimes"
2nd person plural,gluoet,gluotit
3rd person plural,gluoen,gluotin
imperative,present,
singular,gluoi,
plural,gluoet,
participle,present,past
,gluoenti,gigluot
