0,1,2,3,4,5
infinitive,festfragen,,,,
present participle,festfragend,,,,
past participle,festgefragt,,,,
auxiliary,haben,,,,
zu-infinitive,festzufragen,,,,
,indicative,,subjunctive,,
present,ich frage fest,wir fragen fest,i,ich frage fest,wir fragen fest
du fragst fest,ihr fragt fest,du fragest fest,ihr fraget fest,,
er fragt fest,sie fragen fest,er frage fest,sie fragen fest,,
,,,,,
preterite,ich fragte fest,wir fragten fest,ii,ich fragte fest,wir fragten fest
du fragtest fest,ihr fragtet fest,du fragtest fest,ihr fragtet fest,,
er fragte fest,sie fragten fest,er fragte fest,sie fragten fest,,
,,,,,
imperative,frag fest (du)frage fest (du),fragt fest (ihr),,,
,indicative,,subjunctive,,
present,dass ich festfrage,dass wir festfragen,i,dass ich festfrage,dass wir festfragen
dass du festfragst,dass ihr festfragt,dass du festfragest,dass ihr festfraget,,
dass er festfragt,dass sie festfragen,dass er festfrage,dass sie festfragen,,
,,,,,
preterite,dass ich festfragte,dass wir festfragten,ii,dass ich festfragte,dass wir festfragten
dass du festfragtest,dass ihr festfragtet,dass du festfragtest,dass ihr festfragtet,,
dass er festfragte,dass sie festfragten,dass er festfragte,dass sie festfragten,,
perfect,,,,,
indicative,ich habe festgefragt,wir haben festgefragt,subjunctive,ich habe festgefragt,wir haben festgefragt
du hast festgefragt,ihr habt festgefragt,du habest festgefragt,ihr habet festgefragt,,
er hat festgefragt,sie haben festgefragt,er habe festgefragt,sie haben festgefragt,,
pluperfect,,,,,
indicative,ich hatte festgefragt,wir hatten festgefragt,subjunctive,ich hätte festgefragt,wir hätten festgefragt
du hattest festgefragt,ihr hattet festgefragt,du hättest festgefragt,ihr hättet festgefragt,,
er hatte festgefragt,sie hatten festgefragt,er hätte festgefragt,sie hätten festgefragt,,
future i,,,,,
infinitive,festfragen werden,subjunctive i,ich werde festfragen,wir werden festfragen,
du werdest festfragen,ihr werdet festfragen,,,,
er werde festfragen,sie werden festfragen,,,,
,,,,,
indicative,ich werde festfragen,wir werden festfragen,subjunctive ii,ich würde festfragen,wir würden festfragen
du wirst festfragen,ihr werdet festfragen,du würdest festfragen,ihr würdet festfragen,,
er wird festfragen,sie werden festfragen,er würde festfragen,sie würden festfragen,,
future ii,,,,,
infinitive,festgefragt haben werden,subjunctive i,ich werde festgefragt haben,wir werden festgefragt haben,
du werdest festgefragt haben,ihr werdet festgefragt haben,,,,
er werde festgefragt haben,sie werden festgefragt haben,,,,
,,,,,
indicative,ich werde festgefragt haben,wir werden festgefragt haben,subjunctive ii,ich würde festgefragt haben,wir würden festgefragt haben
du wirst festgefragt haben,ihr werdet festgefragt haben,du würdest festgefragt haben,ihr würdet festgefragt haben,,
er wird festgefragt haben,sie werden festgefragt haben,er würde festgefragt haben,sie würden festgefragt haben,,
infinitive,festfragen,,,,
present participle,festfragend,,,,
past participle,gefestfragt,,,,
auxiliary,haben,,,,
,indicative,,subjunctive,,
present,ich festfrage,wir festfragen,i,ich festfrage,wir festfragen
du festfragst,ihr festfragt,du festfragest,ihr festfraget,,
er festfragt,sie festfragen,er festfrage,sie festfragen,,
,,,,,
preterite,ich festfragte,wir festfragten,ii,ich festfragte,wir festfragten
du festfragtest,ihr festfragtet,du festfragtest,ihr festfragtet,,
er festfragte,sie festfragten,er festfragte,sie festfragten,,
,,,,,
imperative,festfrag (du)festfrage (du),festfragt (ihr),,,
perfect,,,,,
indicative,ich habe gefestfragt,wir haben gefestfragt,subjunctive,ich habe gefestfragt,wir haben gefestfragt
du hast gefestfragt,ihr habt gefestfragt,du habest gefestfragt,ihr habet gefestfragt,,
er hat gefestfragt,sie haben gefestfragt,er habe gefestfragt,sie haben gefestfragt,,
pluperfect,,,,,
indicative,ich hatte gefestfragt,wir hatten gefestfragt,subjunctive,ich hätte gefestfragt,wir hätten gefestfragt
du hattest gefestfragt,ihr hattet gefestfragt,du hättest gefestfragt,ihr hättet gefestfragt,,
er hatte gefestfragt,sie hatten gefestfragt,er hätte gefestfragt,sie hätten gefestfragt,,
future i,,,,,
infinitive,festfragen werden,subjunctive i,ich werde festfragen,wir werden festfragen,
du werdest festfragen,ihr werdet festfragen,,,,
er werde festfragen,sie werden festfragen,,,,
,,,,,
indicative,ich werde festfragen,wir werden festfragen,subjunctive ii,ich würde festfragen,wir würden festfragen
du wirst festfragen,ihr werdet festfragen,du würdest festfragen,ihr würdet festfragen,,
er wird festfragen,sie werden festfragen,er würde festfragen,sie würden festfragen,,
future ii,,,,,
infinitive,gefestfragt haben werden,subjunctive i,ich werde gefestfragt haben,wir werden gefestfragt haben,
du werdest gefestfragt haben,ihr werdet gefestfragt haben,,,,
er werde gefestfragt haben,sie werden gefestfragt haben,,,,
,,,,,
indicative,ich werde gefestfragt haben,wir werden gefestfragt haben,subjunctive ii,ich würde gefestfragt haben,wir würden gefestfragt haben
du wirst gefestfragt haben,ihr werdet gefestfragt haben,du würdest gefestfragt haben,ihr würdet gefestfragt haben,,
er wird gefestfragt haben,sie werden gefestfragt haben,er würde gefestfragt haben,sie würden gefestfragt haben,,
