0,1,2,3
Kanji in this term,,,
麗,,,
Grade: S,,,
Stem forms,,,
Imperfective (未然形),麗しかろ,うるわしかろ,uruwashikaro
Continuative (連用形),麗しく,うるわしく,uruwashiku
Terminal (終止形),麗しい,うるわしい,uruwashii
Attributive (連体形),麗しい,うるわしい,uruwashii
Hypothetical (仮定形),麗しけれ,うるわしけれ,uruwashikere
Imperative (命令形),麗しかれ,うるわしかれ,uruwashikare
Key constructions,,,
Informal negative,麗しくない,うるわしくない,uruwashiku nai
Informal past,麗しかった,うるわしかった,uruwashikatta
Informal negative past,麗しくなかった,うるわしくなかった,uruwashiku nakatta
Formal,麗しいです,うるわしいです,uruwashii desu
Formal negative,麗しくないです,うるわしくないです,uruwashiku nai desu
Formal past,麗しかったです,うるわしかったです,uruwashikatta desu
Formal negative past,麗しくなかったです,うるわしくなかったです,uruwashiku nakatta desu
Conjunctive,麗しくて,うるわしくて,uruwashikute
Conditional,麗しければ,うるわしければ,uruwashikereba
Provisional,麗しかったら,うるわしかったら,uruwashikattara
Volitional,麗しかろう,うるわしかろう,uruwashikarō
Adverbial,麗しく,うるわしく,uruwashiku
Degree,麗しさ,うるわしさ,uruwashisa
