0,1,2,3,4
Kanji in this term,,,,
仕,事,,,
しGrade: 3,こと > ごとGrade: 3,,,
jūbakoyomi,,,,
"仕事運 (shigotoun): fate as concerns business  仕事柄 (shigotogara): for work, work-related  仕事着 (shigotogi): work clothes, business suit  仕事口 (shigotoguchi): work opening, work position  仕事師 (shigotoshi): workman, enterpriser, schemer  仕事台 (shigotodai): workbench, work table  仕事中 (shigotochū): at work, working  仕事場 (shigotoba): place where one works  仕事箱 (shigotobako): workbox  仕事日 (shigotobi): work day  仕事量 (shigotoryō): workload, amount of work done by one  仕事探し (shigotosagashi): job hunting, job searching  仕事始め, 仕事始 (shigotohajime): resuming work after New Year's vacation  仕事振り, 仕事ぶり (shigotoburi): the way one works  仕事の鬼 (shigoto no oni): work fiend, devil for work  仕事の虫 (shigoto no mushi): workaholic  仕事一途 (shigoto ichizu): singlemindedly devoted to work  仕事中毒 (shigoto chūdoku): workaholism  仕事人間 (shigoto ningen): fiend for work, workaholic  仕事一筋 (shigoto hitosuji): living only for work  仕事部屋 (shigotobeya): workroom  仕事中毒者 (shigoto chūdokusha): workaholic",,"仕事第一主義 (shigoto daiichi shugi): workaholism  仕事で忙しい (shigoto de isogashii): busy with work  仕事に勤しむ (shigoto ni isoshimu): be assiduous in business  仕事に掛かる, 仕事にかかる (shigoto ni kakaru): get to work  仕事に堪える (shigoto ni taeru): be fit for work  仕事を上げる (shigoto o ageru): finish the work  仕事を済ます (shigoto o sumasu): finish work  仕事を辞める, 仕事をやめる (shigoto o yameru): quit a job, resign  仕事に応募する (shigoto ni ōba suru): apply for a job  荒仕事 (arashigoto): rough work, hard work  大仕事 (ōshigoto): big job, great task  下仕事 (shitashigoto): spade work, subcontract  力仕事 (chikarashigoto): physical work, manual labour  賃仕事 (chinshigoto): piecework  手仕事 (teshigoto): handwork, manual labor  出仕事 (deshigoto): outside work  庭仕事 (niwashigoto): gardening  畑仕事 (hatashigoto): working in the fields, work on a farm  針仕事 (harishigoto): needlework, sewing  一仕事 (hitoshigoto): task  骨仕事 (honeshigoto): backbreaking work",,"水仕事 (mizushigoto): scrubbing and washing, kitchen work  夜仕事 (yoshigoto): night work  藁仕事 (warashigoto): making things out of straw  旨い仕事 (umai shigoto): profitable business  課の仕事 (ka no shigoto): job of a section  隠居仕事 (inkyo shigoto): post-retirement job  請負仕事 (ukeoi shigoto): contract work  腰掛仕事, 腰掛け仕事 (koshikake shigoto): temporary employment  根気仕事 (konki shigoto): laborious task  書類仕事 (shoroi shigoto): paperwork  手間仕事 (tema shigoto): tedious job, troublesome job  殿様仕事 (tonosama shigoto): amateur work  道楽仕事 (dōraku shigoto): work done for enjoyment  野良仕事 (nora shigoto): farm work, field labor  半端仕事 (hanpa shigoto): odd job  役所仕事 (yakusho shigoto): red tape  お役所仕事, 御役所仕事 (oyakusho shigoto): bureaucratic routine  片手間仕事 (katatema shigoto): side job, odd jobs  出来高仕事 (dekidaka shigoto): piecework  遣っ付け仕事, やっつけ仕事 (yattsuke shigoto): rush job  分の良い仕事 (bu no ii shigoto): profitable job"
Stem forms,,,,
Imperfective (未然形),仕事し,しごとし,shigoto shi,
Continuative (連用形),仕事し,しごとし,shigoto shi,
Terminal (終止形),仕事する,しごとする,shigoto suru,
Attributive (連体形),仕事する,しごとする,shigoto suru,
Hypothetical (仮定形),仕事すれ,しごとすれ,shigoto sure,
Imperative (命令形),仕事せよ¹仕事しろ²,しごとせよ¹しごとしろ²,shigoto seyo¹shigoto shiro²,
Key constructions,,,,
Passive,仕事される,しごとされる,shigoto sareru,
Causative,仕事させる仕事さす,しごとさせるしごとさす,shigoto saserushigoto sasu,
Potential,仕事できる,しごとできる,shigoto dekiru,
Volitional,仕事しよう,しごとしよう,shigoto shiyō,
Negative,仕事しない,しごとしない,shigoto shinai,
Negative continuative,仕事せず,しごとせず,shigoto sezu,
Formal,仕事します,しごとします,shigoto shimasu,
Perfective,仕事した,しごとした,shigoto shita,
Conjunctive,仕事して,しごとして,shigoto shite,
Hypothetical conditional,仕事すれば,しごとすれば,shigoto sureba,
¹ Written imperative ² Spoken imperative,,,,
