0,1,2,3
Kanji in this term,,,
頭,良,,
あたまGrade: 2,よGrade: 4,,
Kanji in this term,,,
頭,良,,
あたまGrade: 2,いGrade: 4,,
Stem forms,,,
Imperfective (未然形),頭が良かろ,あたまがよかろ,atamagayokaro
Continuative (連用形),頭が良く,あたまがよく,atamagayoku
Terminal (終止形),頭が良い,あたまがよい,atamagayoi
Attributive (連体形),頭が良い,あたまがよい,atamagayoi
Hypothetical (仮定形),頭が良けれ,あたまがよけれ,atamagayokere
Imperative (命令形),頭が良かれ,あたまがよかれ,atamagayokare
Key constructions,,,
Informal negative,頭が良くない,あたまがよくない,atamagayoku nai
Informal past,頭が良かった,あたまがよかった,atamagayokatta
Informal negative past,頭が良くなかった,あたまがよくなかった,atamagayoku nakatta
Formal,頭が良いです,あたまがよいです,atamagayoi desu
Formal negative,頭が良くないです,あたまがよくないです,atamagayoku nai desu
Formal past,頭が良かったです,あたまがよかったです,atamagayokatta desu
Formal negative past,頭が良くなかったです,あたまがよくなかったです,atamagayoku nakatta desu
Conjunctive,頭が良くて,あたまがよくて,atamagayokute
Conditional,頭が良ければ,あたまがよければ,atamagayokereba
Provisional,頭が良かったら,あたまがよかったら,atamagayokattara
Volitional,頭が良かろう,あたまがよかろう,atamagayokarō
Adverbial,頭が良く,あたまがよく,atamagayoku
Degree,頭が良さ,あたまがよさ,atamagayosa
