0,1,2,3
Stem forms,,,
Imperfective (未然形),碌だろ,ろくだろ,roku daro
Continuative (連用形),碌で,ろくで,roku de
Terminal (終止形),碌だ,ろくだ,roku da
Attributive (連体形),碌な,ろくな,roku na
Hypothetical (仮定形),碌なら,ろくなら,roku nara
Imperative (命令形),碌であれ,ろくであれ,roku de are
Key constructions,,,
Informal negative,碌ではない碌じゃない,ろくではないろくじゃない,roku de wa nairoku ja nai
Informal past,碌だった,ろくだった,roku datta
Informal negative past,碌ではなかった碌じゃなかった,ろくではなかったろくじゃなかった,roku de wa nakattaroku ja nakatta
Formal,碌です,ろくです,roku desu
Formal negative,碌ではありません碌じゃありません,ろくではありませんろくじゃありません,roku de wa arimasenroku ja arimasen
Formal past,碌でした,ろくでした,roku deshita
Formal negative past,碌ではありませんでした碌じゃありませんでした,ろくではありませんでしたろくじゃありませんでした,roku de wa arimasen deshitaroku ja arimasen deshita
Conjunctive,碌で,ろくで,roku de
Conditional,碌なら（ば）,ろくなら（ば）,roku nara (ba)
Provisional,碌だったら,ろくだったら,roku dattara
Volitional,碌だろう,ろくだろう,roku darō
Adverbial,碌に,ろくに,roku ni
Degree,碌さ,ろくさ,rokusa
