0,1,2,3,4
Kanji in this term,,,,
付,,,,
つGrade: 4,,,,
kun'yomi,,,,
Stem forms,,,,
Imperfective (未然形),付け,つけ,tsuke,
Continuative (連用形),付け,つけ,tsuke,
Terminal (終止形),付ける,つける,tsukeru,
Attributive (連体形),付ける,つける,tsukeru,
Hypothetical (仮定形),付けれ,つけれ,tsukere,
Imperative (命令形),付けよ¹付けろ²,つけよ¹つけろ²,tsukeyo¹tsukero²,
Key constructions,,,,
Passive,付けられる,つけられる,tsukerareru,
Causative,付けさせる付けさす,つけさせるつけさす,tsukesaserutsukesasu,
Potential,付けられる付けれる³,つけられるつけれる³,tsukerarerutsukereru³,
Volitional,付けよう,つけよう,tsukeyō,
Negative,付けない付けぬ付けん,つけないつけぬつけん,tsukenaitsukenutsuken,
Negative continuative,付けず,つけず,tsukezu,
Formal,付けます,つけます,tsukemasu,
Perfective,付けた,つけた,tsuketa,
Conjunctive,付けて,つけて,tsukete,
Hypothetical conditional,付ければ,つければ,tsukereba,
¹ Written imperative² Spoken imperative³ Colloquial potential,,,,
