0,1,2,3
Kanji in this term,,,
非,常,,
ひGrade: 5,じょうGrade: 5,,
on'yomi,,,
Stem forms,,,
Imperfective (未然形),非常だろ,ひじょうだろ,hijō daro
Continuative (連用形),非常で,ひじょうで,hijō de
Terminal (終止形),非常だ,ひじょうだ,hijō da
Attributive (連体形),非常な,ひじょうな,hijō na
Hypothetical (仮定形),非常なら,ひじょうなら,hijō nara
Imperative (命令形),非常であれ,ひじょうであれ,hijō de are
Key constructions,,,
Informal negative,非常ではない非常じゃない,ひじょうではないひじょうじゃない,hijō de wa naihijō ja nai
Informal past,非常だった,ひじょうだった,hijō datta
Informal negative past,非常ではなかった非常じゃなかった,ひじょうではなかったひじょうじゃなかった,hijō de wa nakattahijō ja nakatta
Formal,非常です,ひじょうです,hijō desu
Formal negative,非常ではありません非常じゃありません,ひじょうではありませんひじょうじゃありません,hijō de wa arimasenhijō ja arimasen
Formal past,非常でした,ひじょうでした,hijō deshita
Formal negative past,非常ではありませんでした非常じゃありませんでした,ひじょうではありませんでしたひじょうじゃありませんでした,hijō de wa arimasen deshitahijō ja arimasen deshita
Conjunctive,非常で,ひじょうで,hijō de
Conditional,非常なら（ば）,ひじょうなら（ば）,hijō nara (ba)
Provisional,非常だったら,ひじょうだったら,hijō dattara
Volitional,非常だろう,ひじょうだろう,hijō darō
Adverbial,非常に,ひじょうに,hijō ni
Degree,非常さ,ひじょうさ,hijōsa
非常に  非常ブレーキ  非常階段  非常勤  非常警戒  非常呼集  非常口  非常事態  非常時  非常手段  非常召集  非常信号  非常線  非常用,,,
