0,1,2,3
Stem forms,,,
Imperfective (未然形),稿し,こうし,kō shi
Continuative (連用形),稿し,こうし,kō shi
Terminal (終止形),稿する,こうする,kō suru
Attributive (連体形),稿する,こうする,kō suru
Hypothetical (仮定形),稿すれ,こうすれ,kō sure
Imperative (命令形),稿せよ¹稿しろ²,こうせよ¹こうしろ²,kō seyo¹kō shiro²
Key constructions,,,
Passive,稿される,こうされる,kō sareru
Causative,稿させる稿さす,こうさせるこうさす,kō saserukō sasu
Potential,稿できる,こうできる,kō dekiru
Volitional,稿しよう,こうしよう,kō shiyō
Negative,稿しない,こうしない,kō shinai
Negative continuative,稿せず,こうせず,kō sezu
Formal,稿します,こうします,kō shimasu
Perfective,稿した,こうした,kō shita
Conjunctive,稿して,こうして,kō shite
Hypothetical conditional,稿すれば,こうすれば,kō sureba
¹ Written imperative ² Spoken imperative,,,
