0,1,2,3
,,(file),
,singular,plural,archaic plural
nominative,ხინკალი ‎(xinḳali),ხინკლები ‎(xinḳlebi),ხინკალნი ‎(xinḳalni)
ergative,ხინკალმა ‎(xinḳalma),ხინკლებმა ‎(xinḳlebma),ხინკალთ(ა) ‎(xinḳalt(a))
dative,ხინკალს(ა) ‎(xinḳals(a)),ხინკლებს(ა) ‎(xinḳlebs(a)),ხინკალთ(ა) ‎(xinḳalt(a))
genitive,ხინკლის(ა) ‎(xinḳlis(a)),ხინკლების(ა) ‎(xinḳlebis(a)),ხინკალთ(ა) ‎(xinḳalt(a))
instrumental,ხინკლით(ა) ‎(xinḳlit(a)),ხინკლებით(ა) ‎(xinḳlebit(a)),
adverbial,ხინკლად(ა) ‎(xinḳlad(a)),ხინკლებად(ა) ‎(xinḳlebad(a)),
vocative,ხინკალო ‎(xinḳalo),ხინკლებო ‎(xinḳlebo),ხინკალნო ‎(xinḳalno)
Notes: archaic plurals might not exist.,,,
postpositions taking a dative case,singular,plural,
-ზე (on - ),ხინკალზე ‎(xinḳalze),ხინკლებზე ‎(xinḳlebze),
-თან (near - ),ხინკალთან ‎(xinḳaltan),ხინკლებთან ‎(xinḳlebtan),
-ში (in - ),ხინკალში ‎(xinḳalši),ხინკლებში ‎(xinḳlebši),
-ვით (like a - ),ხინკალივით ‎(xinḳalivit),ხინკლებივით ‎(xinḳlebivit),
postpositions taking a genitive case,singular,plural,
-თვის (for - ),ხინკლისთვის ‎(xinḳlistvis),ხინკლებისთვის ‎(xinḳlebistvis),
-ებრ (like a - ),ხინკლისებრ ‎(xinḳlisebr),ხინკლებისებრ ‎(xinḳlebisebr),
-კენ (towards - ),ხინკლისკენ ‎(xinḳlisḳen),ხინკლებისკენ ‎(xinḳlebisḳen),
-გან (from/of - ),ხინკლისგან ‎(xinḳlisgan),ხინკლებისგან ‎(xinḳlebisgan),
postpositions taking an instrumental case,singular,plural,
-დან (from / since - ),ხინკლიდან ‎(xinḳlidan),ხინკლებიდან ‎(xinḳlebidan),
-ურთ (together with - ),ხინკლითურთ ‎(xinḳliturt),ხინკლებითურთ ‎(xinḳlebiturt),
postpositions taking an adverbial case,singular,plural,
-მდე (up to - ),ხინკლამდე ‎(xinḳlamde),ხინკლებამდე ‎(xinḳlebamde),
