0,1,2,3
Picture dictionary,,,
თავის ქალა ტვინი თვალი ტუჩი ცხვირი პირი ნიკაპი ყბა ყური საფეთქელი კისერი,,,
Click on labels in the image.,Click on labels in the image.,,
Click on labels in the image.,,,
Click on labels in the image.,,,
,singular,plural,archaic plural
nominative,ტვინი ‎(ṭvini),ტვინები ‎(ṭvinebi),ტვინნი ‎(ṭvinni)
ergative,ტვინმა ‎(ṭvinma),ტვინებმა ‎(ṭvinebma),ტვინთ(ა) ‎(ṭvint(a))
dative,ტვინს(ა) ‎(ṭvins(a)),ტვინებს(ა) ‎(ṭvinebs(a)),ტვინთ(ა) ‎(ṭvint(a))
genitive,ტვინის(ა) ‎(ṭvinis(a)),ტვინების(ა) ‎(ṭvinebis(a)),ტვინთ(ა) ‎(ṭvint(a))
instrumental,ტვინით(ა) ‎(ṭvinit(a)),ტვინებით(ა) ‎(ṭvinebit(a)),
adverbial,ტვინად(ა) ‎(ṭvinad(a)),ტვინებად(ა) ‎(ṭvinebad(a)),
vocative,ტვინო ‎(ṭvino),ტვინებო ‎(ṭvinebo),ტვინნო ‎(ṭvinno)
Notes: archaic plurals might not exist.,,,
postpositions taking a dative case,singular,plural,
-ზე (on - ),ტვინზე ‎(ṭvinze),ტვინებზე ‎(ṭvinebze),
-თან (near - ),ტვინთან ‎(ṭvintan),ტვინებთან ‎(ṭvinebtan),
-ში (in - ),ტვინში ‎(ṭvinši),ტვინებში ‎(ṭvinebši),
-ვით (like a - ),ტვინივით ‎(ṭvinivit),ტვინებივით ‎(ṭvinebivit),
postpositions taking a genitive case,singular,plural,
-თვის (for - ),ტვინისთვის ‎(ṭvinistvis),ტვინებისთვის ‎(ṭvinebistvis),
-ებრ (like a - ),ტვინისებრ ‎(ṭvinisebr),ტვინებისებრ ‎(ṭvinebisebr),
-კენ (towards - ),ტვინისკენ ‎(ṭvinisḳen),ტვინებისკენ ‎(ṭvinebisḳen),
-გან (from/of - ),ტვინისგან ‎(ṭvinisgan),ტვინებისგან ‎(ṭvinebisgan),
postpositions taking an instrumental case,singular,plural,
-დან (from / since - ),ტვინიდან ‎(ṭvinidan),ტვინებიდან ‎(ṭvinebidan),
-ურთ (together with - ),ტვინითურთ ‎(ṭviniturt),ტვინებითურთ ‎(ṭvinebiturt),
postpositions taking an adverbial case,singular,plural,
-მდე (up to - ),ტვინამდე ‎(ṭvinamde),ტვინებამდე ‎(ṭvinebamde),
ტვინის ძაფებს ამოქმედებს ‎(ṭvinis ʒapebs amokmedebs)  სისხლი ტვინში აუვარდება ‎(sisxli ṭvinši auvardeba)  ტვინი გადაუბრუნდება ‎(ṭvini gadaubrundeba)  ტვინს გამოულაყებს ‎(ṭvins gamoulaq̇ebs)  ტვინს გაუხვრეტს ‎(ṭvins gauxvreṭs)  ტვინს შეახურებს ‎(ṭvins šeaxurebs)  ტვინს დაუბნევს ‎(ṭvins daubnevs)  ტვინს უდუღებს ‎(ṭvins uduɣebs),,ტვინი შეერყევა ‎(ṭvini šeerq̇eva)  ტვინს უღრღნის ‎(ṭvins uɣrɣnis)  ტვინს უტყნავს ‎(ṭvins uṭq̇navs)  ძვლის ტვინი ‎(ʒvlis ṭvini)  თავის ტვინი ‎(tavis ṭvini)  შუა ტვინი ‎(šua ṭvini)  ტვინიანი ‎(ṭviniani),
