0,1,2,3,4,5,6,7
,simple,compound,,,,,
infinitive,parfumer,avoir parfumé,,,,,
gerund,en parfumant,en ayant parfumé,,,,,
present participle,parfumant/paʁ.fy.mɑ̃/,,,,,,
past participle,parfumé/paʁ.fy.me/,,,,,,
person,singular,plural,,,,,
first,second,third,first,second,third,,
indicative,je (j’),tu,il,nous,vous,ils,
simpletenses,present,parfume/paʁ.fym/,parfumes/paʁ.fym/,parfume/paʁ.fym/,parfumons/paʁ.fy.mɔ̃/,parfumez/paʁ.fy.me/,parfument/paʁ.fym/
imperfect,parfumais/paʁ.fy.mɛ/,parfumais/paʁ.fy.mɛ/,parfumait/paʁ.fy.mɛ/,parfumions/paʁ.fy.mjɔ̃/,parfumiez/paʁ.fy.mje/,parfumaient/paʁ.fy.mɛ/,
past historic1,parfumai/paʁ.fy.me/,parfumas/paʁ.fy.ma/,parfuma/paʁ.fy.ma/,parfumâmes/paʁ.fy.mam/,parfumâtes/paʁ.fy.mat/,parfumèrent/paʁ.fy.mɛʁ/,
future,parfumerai/paʁ.fym.ʁe/,parfumeras/paʁ.fym.ʁa/,parfumera/paʁ.fym.ʁa/,parfumerons/paʁ.fym.ʁɔ̃/,parfumerez/paʁ.fym.ʁe/,parfumeront/paʁ.fym.ʁɔ̃/,
conditional,parfumerais/paʁ.fym.ʁɛ/,parfumerais/paʁ.fym.ʁɛ/,parfumerait/paʁ.fym.ʁɛ/,parfumerions/paʁ.fy.mə.ʁjɔ̃/,parfumeriez/paʁ.fy.mə.ʁje/,parfumeraient/paʁ.fym.ʁɛ/,
compoundtenses,present perfect,Use the present tense of avoir followed by the past participle,,,,,
pluperfect,Use the imperfect tense of avoir followed by the past participle,,,,,,
past anterior1,Use the past historic tense of avoir followed by the past participle,,,,,,
future perfect,Use the future tense of avoir followed by the past participle,,,,,,
conditional perfect,Use the conditional tense of avoir followed by the past participle,,,,,,
subjunctive,que je (j’),que tu,qu’il,que nous,que vous,qu’ils,
simpletenses,present,parfume/paʁ.fym/,parfumes/paʁ.fym/,parfume/paʁ.fym/,parfumions/paʁ.fy.mjɔ̃/,parfumiez/paʁ.fy.mje/,parfument/paʁ.fym/
imperfect1,parfumasse/paʁ.fy.mas/,parfumasses/paʁ.fy.mas/,parfumât/paʁ.fy.ma/,parfumassions/paʁ.fy.ma.sjɔ̃/,parfumassiez/paʁ.fy.ma.sje/,parfumassent/paʁ.fy.mas/,
compoundtenses,past,Use the present subjunctive tense of avoir followed by the past participle,,,,,
pluperfect1,Use the imperfect subjunctive tense of avoir followed by the past participle,,,,,,
imperative,–,tu,–,nous,vous,–,
—,parfume/paʁ.fym/,—,parfumons/paʁ.fy.mɔ̃/,parfumez/paʁ.fy.me/,—,,
1literary tenses,,,,,,,
