0,1,2,3,4
singular,,,,
,masculine,feminine,neuter,
nominative,bél indbéli def,béla,bélo,
accusative,nominativeinan or genitiveanim,bélo,bélo,
genitive,bélega,béle,bélega,
dative,bélemu,béli,bélemu,
locative,bélem,béli,bélem,
instrumental,bélim,bélo,bélim,
dual,,,,
,masculine,feminine,neuter,
nominative,béla,béli,béli,
accusative,béla,béli,béli,
genitive,bélih,bélih,bélih,
dative,bélima,bélima,bélima,
locative,bélih,bélih,bélih,
instrumental,bélima,bélima,bélima,
plural,,,,
,masculine,feminine,neuter,
nominative,béli,béle,béla,
accusative,béle,béle,béla,
genitive,bélih,bélih,bélih,
dative,bélim,bélim,bélim,
locative,bélih,bélih,bélih,
instrumental,bélimi,bélimi,bélimi,
Colors in Slovene · barve (layout · text),,,,
rdeča,zelena,rumena,krem,bela
škrlatna,"magenta, fuksija",turkizna,"svetlozelena, limeta",roza
indigo,modra,oranžna,siva,vijolična
črna,"vijolična, lila",rjava,azurna,"sinja, cian"
