0,1,2,3,4,5,6,7,8,9
number,singular,dual,plural,,,,,,
,first,second,third,second,third,first,second,third,
active,indicative,ἐπῐστέλλω,ἐπῐστέλλεις,ἐπῐστέλλει,ἐπῐστέλλετον,ἐπῐστέλλετον,ἐπῐστέλλομεν,ἐπῐστέλλετε,ἐπῐστέλλουσῐ(ν)
subjunctive,ἐπῐστέλλω,ἐπῐστέλλῃς,ἐπῐστέλλῃ,ἐπῐστέλλητον,ἐπῐστέλλητον,ἐπῐστέλλωμεν,ἐπῐστέλλητε,ἐπῐστέλλωσῐ(ν),
optative,ἐπῐστέλλοιμῐ,ἐπῐστέλλοις,ἐπῐστέλλοι,ἐπῐστέλλοιτον,ἐπῐστελλοίτην,ἐπῐστέλλοιμεν,ἐπῐστέλλοιτε,ἐπῐστέλλοιεν,
imperative,,ἐπῐ́στελλε,ἐπῐστελλέτω,ἐπῐστέλλετον,ἐπῐστελλέτων,,ἐπῐστέλλετε,ἐπῐστελλόντων,
middle/passive,indicative,ἐπῐστέλλομαι,"ἐπῐστέλλῃ,ἐπῐστέλλει",ἐπῐστέλλεται,ἐπῐστέλλεσθον,ἐπῐστέλλεσθον,ἐπῐστελλόμεθᾰ,ἐπῐστέλλεσθε,ἐπῐστέλλονται
subjunctive,ἐπῐστέλλωμαι,ἐπῐστέλλῃ,ἐπῐστέλληται,ἐπῐστέλλησθον,ἐπῐστέλλησθον,ἐπῐστελλώμεθᾰ,ἐπῐστέλλησθε,ἐπῐστέλλωνται,
optative,ἐπῐστελλοίμην,ἐπῐστέλλοιο,ἐπῐστέλλοιτο,ἐπῐστέλλοισθον,ἐπῐστελλοίσθην,ἐπῐστελλοίμεθᾰ,ἐπῐστέλλοισθε,ἐπῐστέλλοιντο,
imperative,,ἐπῐστέλλου,ἐπῐστελλέσθω,ἐπῐστέλλεσθον,ἐπῐστελλέσθων,,ἐπῐστέλλεσθε,ἐπῐστελλέσθων,
,active,middle/passive,,,,,,,
infinitive,ἐπῐστέλλειν,ἐπῐστέλλεσθαι,,,,,,,
participle,m,ἐπῐστέλλων,ἐπῐστελλόμενος,,,,,,
f,ἐπῐστέλλουσᾰ,ἐπῐστελλομένη,,,,,,,
n,ἐπῐστέλλον,ἐπῐστελλόμενον,,,,,,,
Notes:,"This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.",,,,,,,,
number,singular,dual,plural,,,,,,
,first,second,third,second,third,first,second,third,
active,indicative,ἐπέστελλον,ἐπέστελλες,ἐπέστελλε(ν),ἐπεστέλλετον,ἐπεστελλέτην,ἐπεστέλλομεν,ἐπεστέλλετε,ἐπέστελλον
