0,1,2,3,4
Case / #,Singular,Dual,Plural,
Nominative,ἡ ἡμέρᾱ,τὼ ἡμέρᾱ,αἱ ἡμέραι,
Genitive,τῆς ἡμέρᾱς,τοῖν ἡμέραιν,τῶν ἡμερῶν,
Dative,τῇ ἡμέρᾳ,τοῖν ἡμέραιν,ταῖς ἡμέραις,
Accusative,τὴν ἡμέρᾱν,τὼ ἡμέρᾱ,τᾱ̀ς ἡμέρᾱς,
Vocative,ἡμέρᾱ,ἡμέρᾱ,ἡμέραι,
Notes:,"This table gives Attic inflectional endings. For declension in dialects other than Attic, see Appendix:Ancient Greek dialectal declension.",,,
Case / #,Singular,Dual,Plural,
Nominative,ἡ ἡμέρη,τὼ ἡμέρᾱ,αἱ ἡμέραι,
Genitive,τῆς ἡμέρης,τοῖν ἡμέραιν,τῶν ἡμερέων / ἡμερῶν,
Dative,τῇ ἡμέρῃ,τοῖν ἡμέραιν,τῇσῐ(ν) ἡμέρῃσῐ(ν),
Accusative,τὴν ἡμέρην,τὼ ἡμέρᾱ,τᾱ̀ς ἡμέρᾱς,
Vocative,ἡμέρη,ἡμέρᾱ,ἡμέραι,
Notes:,Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.,,,
Case / #,Singular,Dual,Plural,
Nominative,ᾱ̔ ᾱ̓μέρᾱ,τὼ ᾱ̓μέρᾱ,ταὶ ᾱ̓μέραι,
Genitive,τᾶς ᾱ̓μέρᾱς,τοῖν ᾱ̓μέραιν,τᾶν ᾱ̓μερᾶν,
Dative,τᾷ ᾱ̓μέρᾳ,τοῖν ᾱ̓μέραιν,ταῖς ᾱ̓μέραις,
Accusative,τᾱ̀ν ᾱ̓μέρᾱν,τὼ ᾱ̓μέρᾱ,τᾱ̀ς ᾱ̓μέρᾱς,
Vocative,ᾱ̓μέρᾱ,ᾱ̓μέρᾱ,ᾱ̓μέραι,
Notes:,Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.,,,
αὐθήμερος ‎(authḗmeros)  διημερεύω ‎(diēmereúō)  εὐημερέω ‎(euēmeréō)  εὐημέρημα ‎(euēmérēma)  εὐημερία ‎(euēmería)  εὐήμερος ‎(euḗmeros)  ἐφημέριος ‎(ephēmérios)  ἐφημερίς ‎(ephēmerís)  ἐφήμερος ‎(ephḗmeros),,ἡμερήσιος ‎(hēmerḗsios)  ἡμερία ‎(hēmería)  ἡμέρινος ‎(hēmérinos)  ἡμεροδρόμος ‎(hēmerodrómos)  ἡμερόσκοπος ‎(hēmeróskopos)  ἰσημερία ‎(isēmería)  ἰσημερινός ‎(isēmerinós)  καθημέριος ‎(kathēmérios)  μεθημερινός ‎(methēmerinós),,ὁσημέραι ‎(hosēmérai)  πανημέριος ‎(panēmérios)  σήμερον ‎(sḗmeron)  συνδιημερεύω ‎(sundiēmereúō)  συνημερεύω ‎(sunēmereúō)  τριακονθήμερος ‎(triakonthḗmeros)  ὑπερημερία ‎(huperēmería)  ὑπερήμερος ‎(huperḗmeros)
