0,1,2,3,4,5,6
Case / #,Singular,Dual,Plural,,,
Nominative,ἡ τᾰ́ξῐς,τὼ τᾰ́ξει / τᾰ́ξεε,αἱ τᾰ́ξεις / τᾰ́ξεες,,,
Genitive,τῆς τᾰ́ξεως,τοῖν τᾰξέοιν,τῶν τᾰ́ξεων,,,
Dative,τῇ τᾰ́ξει / τᾰ́ξεῐ̈,τοῖν τᾰξέοιν,ταῖς τᾰ́ξεσῐ(ν),,,
Accusative,τὴν τᾰ́ξῐν,τὼ τᾰ́ξει / τᾰ́ξεε,τᾱ̀ς τᾰ́ξεις,,,
Vocative,τᾰ́ξῐ,τᾰ́ξει / τᾰ́ξεε,τᾰ́ξεις / τᾰ́ξεες,,,
Notes:,"This table gives Attic inflectional endings. For declension in dialects other than Attic, see Appendix:Ancient Greek dialectal declension.",,,,,
Case / #,Singular,Dual,Plural,,,
Nominative,ἡ τᾰ́ξῐς,τὼ τᾰ́ξῐε,αἱ τᾰ́ξῐες,,,
Genitive,τῆς τᾰ́ξῐος,τοῖν τᾰξῐ́οιν,τῶν τᾰξῐ́ων,,,
Dative,τῇ τᾰ́ξῑ,τοῖν τᾰξῐ́οιν,τῇσῐ(ν) τᾰ́ξῐσῐ(ν),,,
Accusative,τὴν τᾰ́ξῐν,τὼ τᾰ́ξῐε,τᾱ̀ς τᾰ́ξῑς / τᾰ́ξῐᾰς,,,
Vocative,τᾰ́ξῐ,τᾰ́ξῐε,τᾰ́ξῐες,,,
Notes:,Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.,,,,,
ἀνασύντᾰξῐς ‎(anasúntaxis)  ἀνάτᾰξῐς ‎(anátaxis)  ἀντιδιάτᾰξῐς ‎(antidiátaxis)  ἀντιμετάτᾰξῐς ‎(antimetátaxis)  ἀντιπαράτᾰξῐς ‎(antiparátaxis)  ἀντίτᾰξῐς ‎(antítaxis),,ἀπότᾰξῐς ‎(apótaxis)  διάτᾰξῐς ‎(diátaxis)  ἔκτᾰξῐς ‎(éktaxis)  ἔντᾰξῐς ‎(éntaxis)  ἐπίτᾰξῐς ‎(epítaxis)  κατάτᾰξῐς ‎(katátaxis),,μετάτᾰξῐς ‎(metátaxis)  παράτᾰξῐς ‎(parátaxis)  παρέντᾰξῐς ‎(paréntaxis)  προσέντᾰξῐς ‎(proséntaxis)  πρότᾰξῐς ‎(prótaxis)  πρόστᾰξῐς ‎(próstaxis),,συμπαράτᾰξῐς ‎(sumparátaxis)  σῠ́ντᾰξῐς ‎(súntaxis)  ὑπέρτᾰξῐς ‎(hupértaxis)  ὑπότᾰξῐς ‎(hupótaxis)
