0,1,2,3,4,5,6,7,8,9
number,singular,dual,plural,,,,,,
,first,second,third,second,third,first,second,third,
active,indicative,ῥέμβω,ῥέμβεις,ῥέμβει,ῥέμβετον,ῥέμβετον,ῥέμβομεν,ῥέμβετε,ῥέμβουσῐ(ν)
subjunctive,ῥέμβω,ῥέμβῃς,ῥέμβῃ,ῥέμβητον,ῥέμβητον,ῥέμβωμεν,ῥέμβητε,ῥέμβωσῐ(ν),
optative,ῥέμβοιμῐ,ῥέμβοις,ῥέμβοι,ῥέμβοιτον,ῥεμβοίτην,ῥέμβοιμεν,ῥέμβοιτε,ῥέμβοιεν,
imperative,,ῥέμβε,ῥεμβέτω,ῥέμβετον,ῥεμβέτων,,ῥέμβετε,ῥεμβόντων,
middle/passive,indicative,ῥέμβομαι,"ῥέμβῃ,ῥέμβει",ῥέμβεται,ῥέμβεσθον,ῥέμβεσθον,ῥεμβόμεθᾰ,ῥέμβεσθε,ῥέμβονται
subjunctive,ῥέμβωμαι,ῥέμβῃ,ῥέμβηται,ῥέμβησθον,ῥέμβησθον,ῥεμβώμεθᾰ,ῥέμβησθε,ῥέμβωνται,
optative,ῥεμβοίμην,ῥέμβοιο,ῥέμβοιτο,ῥέμβοισθον,ῥεμβοίσθην,ῥεμβοίμεθᾰ,ῥέμβοισθε,ῥέμβοιντο,
imperative,,ῥέμβου,ῥεμβέσθω,ῥέμβεσθον,ῥεμβέσθων,,ῥέμβεσθε,ῥεμβέσθων,
,active,middle/passive,,,,,,,
infinitive,ῥέμβειν,ῥέμβεσθαι,,,,,,,
participle,m,ῥέμβων,ῥεμβόμενος,,,,,,
f,ῥέμβουσᾰ,ῥεμβομένη,,,,,,,
n,ῥέμβον,ῥεμβόμενον,,,,,,,
Notes:,"This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.",,,,,,,,
number,singular,dual,plural,,,,,,
,first,second,third,second,third,first,second,third,
active,indicative,ἔρρεμβον,ἔρρεμβες,ἔρρεμβε(ν),ἐρρέμβετον,ἐρρεμβέτην,ἐρρέμβομεν,ἐρρέμβετε,ἔρρεμβον
middle/passive,indicative,ἐρρεμβόμην,ἐρρέμβου,ἐρρέμβετο,ἐρρέμβεσθον,ἐρρεμβέσθην,ἐρρεμβόμεθᾰ,ἐρρέμβεσθε,ἐρρέμβοντο
Notes:,"This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.",,,,,,,,
number,singular,dual,plural,,,,,,
,first,second,third,second,third,first,second,third,
passive,indicative,ἐρρέμφθην,ἐρρέμφθης,ἐρρέμφθη,ἐρρέμφθητον,ἐρρεμφθήτην,ἐρρέμφθημεν,ἐρρέμφθητε,ἐρρέμφθησᾰν
subjunctive,ῥεμφθῶ,ῥεμφθῇς,ῥεμφθῇ,ῥεμφθῆτον,ῥεμφθῆτον,ῥεμφθῶμεν,ῥεμφθῆτε,ῥεμφθῶσῐ(ν),
optative,ῥεμφθείην,ῥεμφθείης,ῥεμφθείη,"ῥεμφθεῖτον,ῥεμφθείητον","ῥεμφθείτην,ῥεμφθειήτην","ῥεμφθεῖμεν,ῥεμφθείημεν","ῥεμφθεῖτε,ῥεμφθείητε","ῥεμφθεῖεν,ῥεμφθείησᾰν",
imperative,,ῥέμφθητῐ,ῥεμφθήτω,ῥέμφθητον,ῥεμφθήτων,,ῥέμφθητε,ῥεμφθέντων,
,,,passive,,,,,,
infinitive,,,ῥεμφθῆναι,,,,,,
participle,m,,,ῥεμφθείς,,,,,
f,,,ῥεμφθεῖσᾰ,,,,,,
n,,,ῥεμφθέν,,,,,,
Notes:,"This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.",,,,,,,,
