0,1,2,3,4,5,6,7,8,9
number,singular,dual,plural,,,,,,
,first,second,third,second,third,first,second,third,
active,indicative,ἀτασθάλλω,ἀτασθάλλεις,ἀτασθάλλει,ἀτασθάλλετον,ἀτασθάλλετον,ἀτασθάλλομεν,ἀτασθάλλετε,ἀτασθάλλουσῐ(ν)
subjunctive,ἀτασθάλλω,ἀτασθάλλῃς,ἀτασθάλλῃ,ἀτασθάλλητον,ἀτασθάλλητον,ἀτασθάλλωμεν,ἀτασθάλλητε,ἀτασθάλλωσῐ(ν),
optative,ἀτασθάλλοιμῐ,ἀτασθάλλοις,ἀτασθάλλοι,ἀτασθάλλοιτον,ἀτασθαλλοίτην,ἀτασθάλλοιμεν,ἀτασθάλλοιτε,ἀτασθάλλοιεν,
imperative,,ἀτάσθαλλε,ἀτασθαλλέτω,ἀτασθάλλετον,ἀτασθαλλέτων,,ἀτασθάλλετε,ἀτασθαλλόντων,
,active,,,,,,,,
infinitive,ἀτασθάλλειν,,,,,,,,
participle,m,ἀτασθάλλων,,,,,,,
f,ἀτασθάλλουσᾰ,,,,,,,,
n,ἀτασθάλλον,,,,,,,,
Notes:,"This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.",,,,,,,,
