0,1,2,3,4,5,6,7,8,9
number,singular,dual,plural,,,,,,
present,first,second,third,second,third,first,second,third,
active,indicative,ἐπιγιγνώσκω,ἐπιγιγνώσκεις,ἐπιγιγνώσκει,ἐπιγιγνώσκετον,ἐπιγιγνώσκετον,ἐπιγιγνώσκομεν,ἐπιγιγνώσκετε,ἐπιγιγνώσκουσῐ(ν)
subjunctive,ἐπιγιγνώσκω,ἐπιγιγνώσκῃς,ἐπιγιγνώσκῃ,ἐπιγιγνώσκητον,ἐπιγιγνώσκητον,ἐπιγιγνώσκωμεν,ἐπιγιγνώσκητε,ἐπιγιγνώσκωσῐ(ν),
optative,ἐπιγιγνώσκοιμῐ,ἐπιγιγνώσκοις,ἐπιγιγνώσκοι,ἐπιγιγνώσκοιτον,ἐπιγιγνωσκοίτην,ἐπιγιγνώσκοιμεν,ἐπιγιγνώσκοιτε,ἐπιγιγνώσκοιεν,
imperative,,ἐπιγίγνωσκε,ἐπιγιγνωσκέτω,ἐπιγιγνώσκετον,ἐπιγιγνωσκέτων,,ἐπιγιγνώσκετε,ἐπιγιγνωσκόντων,
middle/ passive,indicative,ἐπιγιγνώσκομαι,ἐπιγιγνώσκει/ἐπιγιγνώσκῃ,ἐπιγιγνώσκεται,ἐπιγιγνώσκεσθον,ἐπιγιγνώσκεσθον,ἐπιγιγνωσκόμεθᾰ,ἐπιγιγνώσκεσθε,ἐπιγιγνώσκονται
subjunctive,ἐπιγιγνώσκωμαι,ἐπιγιγνώσκῃ,ἐπιγιγνώσκηται,ἐπιγιγνώσκησθον,ἐπιγιγνώσκησθον,ἐπιγιγνωσκώμεθᾰ,ἐπιγιγνώσκησθε,ἐπιγιγνώσκωνται,
optative,ἐπιγιγνωσκοίμην,ἐπιγιγνώσκοιο,ἐπιγιγνώσκοιτο,ἐπιγιγνώσκοισθον,ἐπιγιγνωσκοίσθην,ἐπιγιγνωσκοίμεθᾰ,ἐπιγιγνώσκοισθε,ἐπιγιγνώσκοιντο,
imperative,,ἐπιγιγνώσκου,ἐπιγιγνωσκέσθω,ἐπιγιγνώσκεσθον,ἐπιγιγνωσκέσθων,,ἐπιγιγνώσκεσθε,ἐπιγιγνωσκέσθων,
,active,middle/passive,,,,,,,
infinitive,ἐπιγιγνώσκειν,ἐπιγιγνώσκεσθαι,,,,,,,
participle,"ἐπιγιγνώσκων , ἐπιγιγνώσκουσᾰ , ἐπιγίγνωσκον","ἐπιγιγνωσκόμενος , ἐπιγιγνωσκομένη , ἐπιγιγνωσκόμενον",,,,,,,
number,singular,dual,plural,,,,,,
future,first,second,third,second,third,first,second,third,
middle,indicative,ἐπιγνώσομαι,ἐπιγνώσει/ἐπιγνώσῃ,ἐπιγνώσεται,ἐπιγνώσεσθον,ἐπιγνώσεσθον,ἐπιγνωσόμεθᾰ,ἐπιγνώσεσθε,ἐπιγνώσονται
optative,ἐπιγνωσοίμην,ἐπιγνώσοιο,ἐπιγνώσοιτο,ἐπιγνώσοισθον,ἐπιγνωσοίσθην,ἐπιγνωσοίμεθᾰ,ἐπιγνώσοισθε,ἐπιγνώσοιντο,
,infinitive,participle,,,,,,,
infinitive,ἐπιγνώσεσθαι,"ἐπιγνωσόμενος , ἐπιγνωσομένη , ἐπιγνωσόμενον",,,,,,,
number,singular,dual,plural,,,,,,
perfect,first,second,third,second,third,first,second,third,
active,indicative,ἐπέγνωκα,ἐπέγνωκας,ἐπέγνωκε,ἐπεγνώκατον,ἐπεγνώκατον,ἐπεγνώκαμεν,ἐπεγνώκατε,ἐπεγνώκᾱσῐ(ν)
subjunctive,ἐπεγνωκὼς ὦ/ἐπεγνώκω,ἐπεγνωκὼς ᾖς/ἐπεγνώκῃς,ἐπεγνωκὼς ᾖ/ἐπεγνώκῃ,ἐπεγνωκότε ἦτον/ἐπεγνώκητον,ἐπεγνωκότε ἦτον/ἐπεγνώκητον,ἐπεγνωκότες ὦμεν/ἐπεγνώκωμεν,ἐπεγνωκότες ἦτε/ἐπεγνώκητε,ἐπεγνωκότες ὦσῐ(ν)/ἐπεγνώκωσῐ(ν),
optative,ἐπεγνωκὼς εἴην/ἐπεγνώκοιμῐ/ἐπεγνωκοίην,ἐπεγνωκὼς εἴης/ἐπεγνώκοις/ἐπεγνωκοίης,ἐπεγνωκὼς εἴη/ἐπεγνώκοι/ἐπεγνωκοίη,ἐπεγνωκότε εἴητον/ἐπεγνωκότε εἶτον/ἐπεγνώκοιτον,ἐπεγνωκὀτε εἰήτην/ἐπεγνωκότε εἴτην/ἐπεγνωκοίτην,ἐπεγνωκότες εἴημεν/ἐπεγνωκότες εἶμεν/ἐπεγνώκοιμεν,ἐπεγνωκότες εἴητε/ἐπεγνωκότες εἶτε/ἐπεγνώκοιτε,ἐπεγνωκότες εἴησαν/ἐπεγνωκότε εἶεν/ἐπεγνώκοιεν,
imperative,,ἐπεγνωκὼς ἴσθῐ,ἐπεγνωκὼς ἔστω,ἐπεγνωκότε ἔστον,ἐπεγνωκότε ἔστων,,ἐπεγνωκότες ἔστε,ἐπεγνωκότες ὄντων,
,infinitive,participle,,,,,,,
active,ἐπεγνωκέναι,"ἐπεγνωκώς , ἐπεγνωκυῖα , ἐπεγνωκός",,,,,,,
