0,1,2,3,4,5,6,7,8,9
number,singular,dual,plural,,,,,,
,first,second,third,second,third,first,second,third,
active,indicative,ῑ̔́ημῐ,ῑ̔́ης,ῑ̔́ησῐ(ν),ῑ̔́ετον,ῑ̔́ετον,ῑ̔́εμεν,ῑ̔́ετε,ῑ̔ᾶσι(ν)
subjunctive,ῑ̔ῶ,ῑ̔ῇς,ῑ̔ῇ,ῑ̔ῆτον,ῑ̔ῆτον,ῑ̔ῶμεν,ῑ̔ῆτε,ῑ̔ῶσῐ(ν),
optative,ῑ̔είην,ῑ̔είης,ῑ̔είη,"ῑ̔εῖτον,ῑ̔είητον","ῑ̔είτην,ῑ̔ειήτην","ῑ̔εῖμεν,ῑ̔είημεν","ῑ̔εῖτε,ῑ̔είητε","ῑ̔εῖεν,ῑ̔είησᾰν",
imperative,,ῑ̔́ει,ῑ̔έτω,ῑ̔́ετον,ῑ̔έτων,,ῑ̔́ετε,ῑ̔έντων,
middle/passive,indicative,ῑ̔́εμαι,ῑ̔́εσαι,ῑ̔́εται,ῑ̔́εσθον,ῑ̔́εσθον,ῑ̔έμεθᾰ,ῑ̔́εσθε,ῑ̔́ενται
subjunctive,ῑ̔ῶμαι,ῑ̔ῇ,ῑ̔ῆται,ῑ̔ῆσθον,ῑ̔ῆσθον,ῑ̔ώμεθᾰ,ῑ̔ῆσθε,ῑ̔ῶνται,
optative,ῑ̔είμην,ῑ̔εῖο,"ῑ̔εῖτο,ῑ̔οῖτο","ῑ̔εῖσθον,ῑ̔οῖσθον","ῑ̔είσθην,ῑ̔οίσθην","ῑ̔είμεθᾰ,ῑ̔οίμεθᾰ","ῑ̔εῖσθε,ῑ̔οῖσθε","ῑ̔εῖντο,ῑ̔οῖντο",
imperative,,ῑ̔́εσο,ῑ̔έσθω,ῑ̔́εσθον,ῑ̔έσθων,,ῑ̔́εσθε,ῑ̔έσθων,
,active,middle/passive,,,,,,,
infinitive,ῑ̔έναι,ῑ̔́εσθαι,,,,,,,
participle,m,ῑ̔είς,ῑ̔έμενος,,,,,,
f,ῑ̔εῖσᾰ,ῑ̔εμένη,,,,,,,
n,ῑ̔έν,ῑ̔έμενον,,,,,,,
Notes:,"Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.",,,,,,,,
number,singular,dual,plural,,,,,,
,first,second,third,second,third,first,second,third,
active,indicative,ῐ̔́ημῐ,ῐ̔́ησ(θᾰ),ῐ̔́ησῐ/ῐ̔εῖ,ῐ̔́ετον,ῐ̔́ετον,ῐ̔́εμεν,ῐ̔́ετε,ἱᾶσι(ν)
