0,1,2,3,4,5,6
Singular,Masculine,Feminine,,,,
basic singular triptote,singular triptote in ـَة ‎(-a),,,,,
Indefinite,Definite,Indefinite,Definite,,,
Informal,وَاحِدwāḥid,الْوَاحِدal-wāḥid,وَاحِدَةwāḥida,الْوَاحِدَةal-wāḥida,,
Nominative,وَاحِدٌwāḥidun,الْوَاحِدُal-wāḥidu,وَاحِدَةٌwāḥidatun,الْوَاحِدَةُal-wāḥidatu,,
Accusative,وَاحِدًاwāḥidan,الْوَاحِدَal-wāḥida,وَاحِدَةًwāḥidatan,الْوَاحِدَةَal-wāḥidata,,
Genitive,وَاحِدٍwāḥidin,الْوَاحِدِal-wāḥidi,وَاحِدَةٍwāḥidatin,الْوَاحِدَةِal-wāḥidati,,
Singular,Masculine,Feminine,,,,
basic singular triptote,singular triptote in ـَة ‎(-a),,,,,
Indefinite,Definite,Indefinite,Definite,,,
Informal,وَاحِدwāḥid,الْوَاحِدal-wāḥid,وَاحِدَةwāḥida,الْوَاحِدَةal-wāḥida,,
Nominative,وَاحِدٌwāḥidun,الْوَاحِدُal-wāḥidu,وَاحِدَةٌwāḥidatun,الْوَاحِدَةُal-wāḥidatu,,
Accusative,وَاحِدًاwāḥidan,الْوَاحِدَal-wāḥida,وَاحِدَةًwāḥidatan,الْوَاحِدَةَal-wāḥidata,,
Genitive,وَاحِدٍwāḥidin,الْوَاحِدِal-wāḥidi,وَاحِدَةٍwāḥidatin,الْوَاحِدَةِal-wāḥidati,,
Dual,Masculine,Feminine,,,,
Indefinite,Definite,Indefinite,Definite,,,
Informal,وَاحِدَيْنwāḥidayn,الْوَاحِدَيْنal-wāḥidayn,وَاحِدَتَيْنwāḥidatayn,الْوَاحِدَتَيْنal-wāḥidatayn,,
Nominative,وَاحِدَانِwāḥidāni,الْوَاحِدَانِal-wāḥidāni,وَاحِدَتَانِwāḥidatāni,الْوَاحِدَتَانِal-wāḥidatāni,,
Accusative,وَاحِدَيْنِwāḥidayni,الْوَاحِدَيْنِal-wāḥidayni,وَاحِدَتَيْنِwāḥidatayni,الْوَاحِدَتَيْنِal-wāḥidatayni,,
Genitive,وَاحِدَيْنِwāḥidayni,الْوَاحِدَيْنِal-wāḥidayni,وَاحِدَتَيْنِwāḥidatayni,الْوَاحِدَتَيْنِal-wāḥidatayni,,
Plural,Masculine,Feminine,,,,
sound masculine plural‎; basic broken plural triptote,sound feminine plural,,,,,
Indefinite,Definite,Indefinite,Definite,,,
Informal,وَاحِدِين‎; وُحْدَان‎; أُحْدَانwāḥidīn‎; wuḥdān‎; ʾuḥdān,الْوَاحِدِين‎; الْوُحْدَان‎; الْأُحْدَانal-wāḥidīn‎; al-wuḥdān‎; al-ʾuḥdān,وَاحِدَاتwāḥidāt,الْوَاحِدَاتal-wāḥidāt,,
Nominative,وَاحِدُونَ‎; وُحْدَانٌ‎; أُحْدَانٌwāḥidūna‎; wuḥdānun‎; ʾuḥdānun,الْوَاحِدُونَ‎; الْوُحْدَانُ‎; الْأُحْدَانُal-wāḥidūna‎; al-wuḥdānu‎; al-ʾuḥdānu,وَاحِدَاتٌwāḥidātun,الْوَاحِدَاتُal-wāḥidātu,,
Accusative,وَاحِدِينَ‎; وُحْدَانًا‎; أُحْدَانًاwāḥidīna‎; wuḥdānan‎; ʾuḥdānan,الْوَاحِدِينَ‎; الْوُحْدَانَ‎; الْأُحْدَانَal-wāḥidīna‎; al-wuḥdāna‎; al-ʾuḥdāna,وَاحِدَاتٍwāḥidātin,الْوَاحِدَاتِal-wāḥidāti,,
Genitive,وَاحِدِينَ‎; وُحْدَانٍ‎; أُحْدَانٍwāḥidīna‎; wuḥdānin‎; ʾuḥdānin,الْوَاحِدِينَ‎; الْوُحْدَانِ‎; الْأُحْدَانِal-wāḥidīna‎; al-wuḥdāni‎; al-ʾuḥdāni,وَاحِدَاتٍwāḥidātin,الْوَاحِدَاتِal-wāḥidāti,,
Singular,Masculine,Feminine,,,,
basic singular triptote,singular triptote in ـَة ‎(-a),,,,,
Indefinite,Definite,Construct,Indefinite,Definite,Construct,
Informal,وَاحِدwāḥid,الْوَاحِدal-wāḥid,وَاحِدwāḥid,وَاحِدَةwāḥida,الْوَاحِدَةal-wāḥida,وَاحِدَةwāḥidat
Nominative,وَاحِدٌwāḥidun,الْوَاحِدُal-wāḥidu,وَاحِدُwāḥidu,وَاحِدَةٌwāḥidatun,الْوَاحِدَةُal-wāḥidatu,وَاحِدَةُwāḥidatu
Accusative,وَاحِدًاwāḥidan,الْوَاحِدَal-wāḥida,وَاحِدَwāḥida,وَاحِدَةًwāḥidatan,الْوَاحِدَةَal-wāḥidata,وَاحِدَةَwāḥidata
Genitive,وَاحِدٍwāḥidin,الْوَاحِدِal-wāḥidi,وَاحِدِwāḥidi,وَاحِدَةٍwāḥidatin,الْوَاحِدَةِal-wāḥidati,وَاحِدَةِwāḥidati
