0,1,2,3,4
"Regular, separable",,,,
infinitive,ënnerleeën,,,
participle,ënnergeluecht,,,
auxiliary,hunn,,,
,presentindicative,imperative,,
1st singular,leeën ënner,—,,
2nd singular,lees ënner,lee ënner,,
3rd singular,leet ënner,—,,
1st plural,leeën ënner,—,,
2nd plural,leet ënner,leet ënner,,
3rd plural,leeën ënner,—,,
(n) or (nn) indicates the Eifeler Regel.,,,,
,masculine,feminine,neuter,plural
accusative,ënnerleeënen,ënnerleeën,ënnerleeënt,ënnerleeën
nominative,ënnerleeënen,ënnerleeën,ënnerleeënt,ënnerleeën
dative,ënnerleeënen,ënnerleeëner,ënnerleeënen,ënnerleeënen
