0,1,2,3,4,5,6,7
infinitive,erëmgesinn,,,,,,
participle,erëmgesinn,,,,,,
auxiliary,hunn,,,,,,
,singular,plural,,,,,
1st person ech,2nd person du,3rd person hien/si/hatt,1st person mir,2nd person dir,3rd person si,,
indicative,present simple,gesinn erëm,gesäis erëm,gesäit erëm,gesinn erëm,gesitt erëm,gesinn erëm
preterite,gesouch erëm,gesouchs erëm,gesouch erëm,gesouchen erëm,gesoucht erëm,gesouchen erëm,
present perfect,hunn erëmgesinn,hues erëmgesinn,huet erëmgesinn,hunn erëmgesinn,hutt erëmgesinn,hunn erëmgesinn,
past perfect,hat erëmgesinn,has erëmgesinn,hat erëmgesinn,haten erëmgesinn,hat erëmgesinn,haten erëmgesinn,
future simple,wäert erëmgesinn,wäerts erëmgesinn,wäert erëmgesinn,wäerten erëmgesinn,wäert erëmgesinn,wäerten erëmgesinn,
future perfect,wäert erëmgesinn hunn,wäerts erëmgesinn hunn,wäert erëmgesinn hunn,wäerten erëmgesinn hunn,wäert erëmgesinn hunn,wäerten erëmgesinn hunn,
,,,,,,,
conditional,simple,geséich erëm,geséichs erëm,geséich erëm,geséichen erëm,geséicht erëm,geséichen erëm
present,géif erëmgesinn,géifs erëmgesinn,géif erëmgesinn,géifen erëmgesinn,géif erëmgesinn,géifen erëmgesinn,
perfect,hätt erëmgesinn,häss erëmgesinn,hätt erëmgesinn,hätten erëmgesinn,hätt erëmgesinn,hätten erëmgesinn,
,,,,,,,
imperative,affirmative,–,geséi erëm,—,—,gesitt erëm,—
