0,1,2,3,4,5,6
Root,,,,,,
שׁ־ק־ל,,,,,,
non-finite forms,to-infinitive: לשקול \ לִשְׁקֹל,,,,,
finite forms,masculinesingular,femininesingular,masculineplural,feminineplural,,
past,first person,שָׁקַלְתִּי,שָׁקַלְנוּ,,,
second person,שָׁקַלְתָּ,שָׁקַלְתְּ,שְׁקַלְתֶּם 1,"שְׁקַלְתֶּן 1, 2",,
third person,שָׁקַל,שָׁקְלָה,שָׁקְלוּ,,,
present,all persons,שׁוֹקֵל,שׁוֹקֶלֶת,שׁוֹקְלִים,שׁוֹקְלוֹת,
future,first person,אשקול \ אֶשְׁקֹל,נשקול \ נִשְׁקֹל,,,
second person,תשקול \ תִּשְׁקֹל,תִּשְׁקְלִי,תִּשְׁקְלוּ,תשקולנה \ תִּשְׁקֹלְנָה 3,,
third person,ישקול \ יִשְׁקֹל,תשקול \ תִּשְׁקֹל,יִשְׁקְלוּ,תשקולנה \ תִּשְׁקֹלְנָה 3,,
imperative,second person,שקול \ שְׁקֹל,שִׁקְלִי,שִׁקְלוּ,שקולנה \ שְׁקֹלְנָה 3,
notes,"Pronounced שָׁקַלְתֶּם/ן in modern informal Hebrew  Uncommon in modern informal Hebrew, but used in formal speech and writing.  Uncommon in modern Hebrew.",,,,,
Root,,,,,,
שׁ־ק־ל,,,,,,
Number,Isolated forms,With possessive pronouns,,,,
State,Form,Person,singular,plural,,
m.,f.,m.,f.,,,
singular,indefinite,שֶׁקֶל,first,שִׁקְלִי,שִׁקְלֵנוּ,
definite,הַשֶּׁקֶל,second,שִׁקְלְךָ,שִׁקְלֵךְ,שִׁקְלְכֶם,שִׁקְלְכֶן
construct,שֶׁקֶל־,third,שִׁקְלוֹ,שִׁקְלָהּ,שִׁקְלָם,שִׁקְלָן
plural,indefinite,שְׁקָלִים,first,שקליי \ שְׁקָלַי,שְׁקָלֵינוּ,
definite,הַשְּׁקָלִים,second,שְׁקָלֶיךָ,שקלייך \ שְׁקָלַיִךְ,שִׁקְלֵיכֶם,שִׁקְלֵיכֶן
construct,שִׁקְלֵי־,third,שְׁקָלָיו,שְׁקָלֶיהָ,שִׁקְלֵיהֶם,שִׁקְלֵיהֶן
