0,1,2,3,4,5,6
Root,,,,,,
ק־ד־שׁ,,,,,,
non-finite forms,to-infinitive: — 1,,,,,
finite forms,masculinesingular,femininesingular,masculineplural,feminineplural,,
past,first person,קודשתי \ קֻדַּשְתִּי,קודשנו \ קֻדַּשְנוּ,,,
second person,קודשת \ קֻדַּשְתָּ,קודשת \ קֻדַּשְתְּ,קודשתם \ קֻדַּשְתֶּם,קודשתן \ קֻדַּשְתֶּן 2,,
third person,קודש \ קֻדַּש,קודשה \ קֻדְּשָה,קודשו \ קֻדְּשוּ,,,
present,all persons,מקודש \ מְקֻדָּש,מקודשת \ מְקֻדֶּשֶת,מקודשים \ מְקֻדָּשִים,מקודשות \ מְקֻדָּשוֹת,
future,first person,אקודש \ אֲקֻדַּש,נקודש \ נְקֻדַּש,,,
second person,תקודש \ תְּקֻדַּש,תקודשי \ תְּקֻדְּשִי,תקודשו \ תְּקֻדְּשוּ,תקודשנה \ תְּקֻדַּשְנָה 3,,
third person,יקודש \ יְקֻדַּש,תקודש \ תְּקֻדַּש,יקודשו \ יְקֻדְּשוּ,תקודשנה \ תְּקֻדַּשְנָה 3,,
imperative,second person,— 1,— 1,— 1,— 1,
notes,"Passive binyanim, binyan pu'al included, lack infinitive and imperative forms.  Uncommon in modern informal Hebrew, but used in formal speech and writing.  Uncommon in modern Hebrew.",,,,,
Number,Isolated forms,With possessive pronouns,,,,
State,Form,Person,singular,plural,,
m.,f.,m.,f.,,,
singular,indefinite,קודש \ קֹדֶשׁ,first,קודשי \ קָדְשִׁי,קודשנו \ קָדְשֵׁנוּ,
definite,הקודש \ הַקֹּדֶשׁ,second,קודשך \ קָדְשְׁךָ,קודשך \ קָדְשֵׁךְ,קודשכם \ קָדְשְׁכֶם,קודשכן \ קָדְשְׁכֶן
construct,קודש־ \ קֹדֶשׁ־,third,קודשו \ קָדְשׁוֹ,קודשה \ קָדְשָׁהּ,קודשם \ קָדְשָׁם,קודשן \ קָדְשָׁן
