0,1,2,3,4,5,6,7
PIE root,,,,,,,
*peh₂-,,,,,,,
infinitive,péixer,,,,,,
present participle,paixent,,,,,,
past participle,,masculine,feminine,,,,
singular,pascut,—,,,,,
plural,—,—,,,,,
person,singular,plural,,,,,
first,second,third,first,second,third,,
indicative,,jo,tu,ell/ellavostè,nosaltresnós,vosaltresvós,ells/ellesvostès
present,peixo,peixes,peix,paixem,paixeu,peixen,
imperfect,paixia,paixies,paixia,paixíem,paixíeu,paixien,
future,paixeré,paixeràs,paixerà,paixerem,paixereu,paixeran,
preterite,paixí,paixeres,paixé,paixérem,paixéreu,paixeren,
conditional,paixeria,paixeries,paixeria,paixeríem,paixeríeu,paixerien,
subjunctive,,jo,tu,ell/ellavostè,nosaltresnós,vosaltresvós,ells/ellesvostès
present,peixi,peixis,peixi,paixem,paixeu,peixin,
imperfect,paixés,paixessis,paixés,paixéssim,paixéssiu,paixessin,
imperative,—,tu,vostè,nosaltres,vosaltresvós,vostès,
—,peix,peixi,paixem,paixeu,peixin,,
