0,1,2,3,4,5,6,7
participles,present active participle,past active aorist participle,past active imperfect participle,past passive participle,verbal noun,adverbial participle,
masculine,indefinite,ядящ,ял,ядял,яден,,ядейки
definite subject form,ядящият,ялият,—,яденият,,,
definite object form,ядящия,ялия,—,ядения,,,
feminine,indefinite,ядяща,яла,ядяла,ядена,,
definite,ядящата,ялата,—,ядената,,,
neuter,indefinite,ядящо,яло,ядяло,ядено,ядене,
definite,ядящото,ялото,—,яденото,яденето,,
plural,indefinite,ядящи,яли,ядели,ядени,ядения-нета,
definite,ядящите,ялите,—,ядените,яденията-нетата,,
person,singular,plural,,,,,
first,second,third,first,second,third,,
indicative,аз,ти,той/тя/то,ние,вие,те,
present,ям,ядеш,яде,ядем,ядете,ядат,
imperfect,ядях,ядеше,ядеше,ядяхме,ядяхте,ядяха,
aorist,ядох,яде,яде,ядохме,ядохте,ядоха,
future,pos.,Use ще followed by the present indicative tense,,,,,
neg.,Use няма да followed by the present indicative tense,,,,,,
future in the past,pos.,Use the imperfect indicative tense of ща followed by да and the present indicative tense,,,,,
neg.,Use нямаше да followed by the present indicative tense,,,,,,
present perfect,"Use the present indicative tense of съм and ял m, яла f, яло n, or яли pl",,,,,,
past perfect,"Use the impefect indicative tense of съм and ял m, яла f, яло n, or яли pl",,,,,,
future perfect,"Use the future indicative tense of съм and ял m, яла f, яло n, or яли pl",,,,,,
future perfect in the past,"Use the future in the past indicative tense of съм and ял m, яла f, яло n, or яли pl",,,,,,
renarrative,аз,ти,той/тя/то,ние,вие,те,
present and imperfect,"Use the present indicative tense of съм (leave it out in third person) and ядял m, ядяла f, ядяло n, or ядели pl",,,,,,
aorist,"Use the present indicative tense of съм (leave it out in third person) and ял m, яла f, яло n, or яли pl",,,,,,
future and future in the past,pos.,Use the present/imperfect renarrative tense of ща followed by да and the present indicative tense,,,,,
neg.,Use нямало да and the present indicative tense,,,,,,
present and past perfect,"Use the present/imperfect renarrative tense of съм and ял m, яла f, яло n, or яли pl",,,,,,
future perfect and future perfect in the past,"Use the future/future in the past renarrative tense of съм and ял m, яла f, яло n, or яли pl",,,,,,
dubitative,аз,ти,той/тя/то,ние,вие,те,
present and mperfect,"Use the present/imperfect renarrative tense of съм and ядял m, ядяла f, ядяло n, or ядели pl",,,,,,
aorist,"Use the aorist renarrative tense of съм and ял m, яла f, яло n, or яли pl",,,,,,
future and future in the past,pos.,Use the present/imperfect dubitative tense of ща followed by да and the present indicative tense,,,,,
neg.,Use нямало било да and the present indicative tense,,,,,,
present and past perfect,none,,,,,,
future perfect and future perfect in the past,"Use the future/future in the past dubitative tense of съм and ял m, яла f, яло n, or яли pl",,,,,,
conclusive,аз,ти,той/тя/то,ние,вие,те,
present and imperfect,"Use the present indicative tense of съм and ядял m, ядяла f, ядяло n, or ядели pl",,,,,,
aorist,"Use the present indicative tense of съм and ял m, яла f, яло n, or яли pl",,,,,,
future and future in the past,pos.,Use the present/imperfect conclusive tense of ща followed by да and the present indicative tense,,,,,
neg.,Use нямало е да and the present indicative tense,,,,,,
present and past perfect,"Use the present/imperfect conclusive tense of съм and ял m, яла f, яло n, or яли pl",,,,,,
future perfect and future perfect in the past,"Use the future/future in the past conclusive tense of съм and ял m, яла f, яло n, or яли pl",,,,,,
conditional,аз,ти,той/тя/то,ние,вие,те,
"Use the first aorist indicative tense of бъда and ял m, яла f, яло n, or яли pl",,,,,,,
imperative,-,ти,-,-,вие,-,
,яж,,,яжте,,,
