0,1,2
infinitive I,weese,
infinitive II,tu weesen,
infinitive III,än wees,
past participle,wään,
imperative,wees,
,present,past
1st-person singular,ik ban,ik wus
2nd-person singular,dü bast,dü wjarst
3rd-person singular,hi/jü/et as,hi/jü/et wus
1st-person dual,wat san,wat wjarn
2nd-person dual,jat san,jat wjarn
1st-person plural,we san,we wjarn
2nd-person plural,jam san,jam wjarn
3rd-person plural,ja san,ja wjarn
,perfect,pluperfect
1st-person singular,ik ban wään,ik wus wään
2nd-person singular,dü bast wään,dü wjarst wään
3rd-person singular,hi/jü/et as wään,hi/jü/et wus wään
1st-person dual,wat san wään,wat wjarn wään
2nd-person dual,jat san wään,jat wjarn wään
1st-person plural,we san wään,we wjarn wään
2nd-person plural,jam san wään,jam wjarn wään
3rd-person plural,ja san wään,ja wjarn wään
,future,
1st-person singular,ik wård weese,
2nd-person singular,dü wårst weese,
3rd-person singular,hi/jü/et wårt weese,
1st-person dual,wat wårde weese,
2nd-person dual,jat wårde weese,
1st-person plural,we wårde weese,
2nd-person plural,jam wårde weese,
3rd-person plural,ja wårde weese,
infinitive I,weese,
infinitive II,-,
past participle,wään,
imperative,wees,
,present,past
1st-person singular,ik bän,ik waos
2nd-person singular,du bäst,du weerst
3rd-person singular,hii/ju/dat is,hii/ju/dat waos
1st-person plural,wii sän,wii weern
2nd-person plural,jam sän,jam weern
3rd-person plural,jä sän,jä weern
,perfect,pluperfect
1st-person singular,ik bän wään,ik waos wään
2nd-person singular,du bäst wään,du weerst wään
3rd-person singular,hii/ju/dat is wään,hii/ju/dat waos wään
1st-person plural,wii sän wään,wii weern wään
2nd-person plural,jam sän wään,jam weern wään
3rd-person plural,jä sän wään,jä weern wään
,future I,future II
1st-person singular,ik schal weese,ik wal weese
2nd-person singular,du schääl/schäät weese,du wääl/wäät weese
3rd-person singular,hii/ju/dat schal weese,hii/ju/dat wal weese
1st-person plural,wii schin weese,wii win weese
2nd-person plural,jam schin weese,jam win weese
3rd-person plural,jä schin weese,jä win weese
