0,1,2,3,4,5,6,7
,singular,plural,impersonal,,,,
first,second,third,first,second,third,,
present/future,gorffennaf,gorffenni,"gorffen, gorffenna",gorffennwn,gorffennwch,gorffennant,gorffennir
imperfect/conditional,gorffennwn,gorffennit,gorffennai,gorffennem,gorffennech,gorffennent,gorffennid
preterite,gorffennais,gorffennaist,gorffennodd,gorffenasom,gorffenasoch,gorffenasant,gorffennwyd
pluperfect,gorffenaswn,gorffenasit,gorffenasai,gorffenasem,gorffenasech,gorffenasent,"gorffenasid, gorffenesid"
subjunctive,gorffennwyf,gorffennych,gorffenno,gorffennom,gorffennoch,gorffennont,gorffenner
imperative,—,"gorffen, gorffenna",gorffenned,gorffennwn,gorffennwch,gorffennent,gorffenner
verbal noun,gorffen,,,,,,
verbal adjectives,gorffenediggorffenadwy,,,,,,
Inflected colloquial forms,singular,plural,,,,,
first,second,third,first,second,third,,
future,"gorffenna i, gorffennaf i",gorffenni di,"gorffennith o/e/hi, gorffenniff e/hi",gorffennwn ni,gorffennwch chi,gorffennan nhw,
conditional,"gorffennwn i, gorffennswn i","gorffennet ti, gorffennset ti","gorffennai fo/fe/hi, gorffennsai fo/fe/hi","gorffennen ni, gorffennsen ni","gorffennech chi, gorffennsech chi","gorffennen nhw, gorffennsen nhw",
preterite,"gorffennais i, gorffennes i","gorffennaist ti, gorffennest ti",gorffennodd o/e/hi,gorffennon ni,gorffennoch chi,gorffennon nhw,
imperative,—,gorffenna,—,—,gorffennwch,—,
"Note: All other forms are periphrastic, as usual in colloquial Welsh.",,,,,,,
Welsh mutation,,,,,,,
radical,soft,nasal,aspirate,,,,
gorffen,orffen,ngorffen,unchanged,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,
