0,1,2,3,4,5,6,7
Literary forms,singular,plural,impersonal,,,,
first,second,third,first,second,third,,
present progressive,"wyf, ydwyf","wyt, ydwyt","mae;yw, ydyw, ydy, ydi;oes;sydd, sy","ŷm, ydym","ŷch, ydych","maent;ŷnt, ydynt","ys, ydys"
present habitual/future,byddaf,byddi,bydd,byddwn,byddwch,byddant,"byddir, byddys"
imperfect/conditional,oeddwn,"oeddit, oeddet","oedd, ydoedd",oeddem,oeddech,"oeddynt, oeddent",oeddid
imperfect habitual,byddwn,byddit,byddai,byddem,byddech,byddent,byddid
preterite,bûm,buost,bu,buom,buoch,"buont, buant",buwyd
pluperfect,buaswn,buasit,buasai,buasem,buasech,buasent,"buasid, buesid"
plup. formscombined with pe,petaswn,petasit,petasai,petasem,petasech,petasent,—
present subjunctive,"bwyf, byddwyf","bych, byddych, byddech","bo, byddo","bôm, byddom","boch, byddoch","bônt, byddont",bydder
imperfect subjunctive,"bawn, byddwn","bait, baet, byddit, byddet","bai, bae, byddai","baem, byddem","baech, byddech","baent, byddent",byddid
impf. subj. formscombined with pe,petawn,"petait, petaet",petai,petaem,petaech,petaent,—
imperative,—,"bydd, bydda","bydded, boed, bid",byddwn,byddwch,byddent,bydder
verbal noun,bod,,,,,,
verbal adjectives,bodedigbodadwy,,,,,,
Colloquial forms,singular,plural,,,,,
first,second,third,first,second,third,,
present,affirmative,"dw i, dwi, rw i, rwy, w i",rwyt ti,"mae e/o/hi, ma' fe;ydy, yw;sy","dan ni, ŷn ni","dach chi, ych chi",maen nhw
negative,"dydw i ddim, dw i ddim, w i ddim, sa i","dwyt ti ddim, ti ddim, so ti","dydy e/o/hi ddim, tydy o/hi ddim, dyw e/hi ddim, so fe/hi;does dim;sy ddim","dydyn ni ddim, dan ni ddim, dydan ni ddim, ŷn ni ddim, so ni","dydych chi ddim, dach chi ddim, dydach chi ddim, ych chi ddim, chi ddim, so chi","dydyn nhw ddim, ŷn nhw ddim, so nhw",
interrogative,ydw i,wyt ti,"ydy e/o/hi, yw e/hi;oes;sy","ydan ni, ŷn ni","ydych chi, dach chi, ydach chi, ych chi","ydyn nhw, ŷn nhw",
imperfect,affirmative,"roeddwn i, o’n i","roeddet ti, o’t ti","roedd e/o/hi, oedd e/o/hi, o’dd e/o/hi","roedden ni, o’n ni","roeddech chi, o’ch chi","roedden nhw, o’n nhw"
negative,"doeddwn i ddim, o’n i ddim, do’n i ddim","doeddet ti ddim, o’t ti ddim, do’t ti ddim","doedd e/o/hi ddim, oedd e/o/hi ddim, o’dd e/o/hi ddim, do’dd e/o/hi ddim","doedden ni ddim, o’n ni ddim, do’n ni ddim","doeddech chi ddim, o’ch chi ddim, do’ch chi ddim","doedden nhw ddim, o’n nhw ddim, do’n nhw ddim",
interrogative,"oeddwn i, o’n i","oeddet ti, o’t ti","oedd e/o/hi, oedd e/o/hi, o’dd e/o/hi","oedden ni, o’n ni","oeddech chi, o’ch chi","oedden nhw, o’n nhw",
preterite,bues i,buest ti,buodd e/o/hi;bu,buon ni,buoch chi,buon nhw,
future,"bydda i, ’dda i",byddi di,bydd e/o/hi,byddwn ni,byddwch chi,byddan nhw,
conditional,"byddwn i;baswn i, swn i","byddet ti;baset ti, set ti","byddai fe/fo/hi;basai fe/fo/hi, sa fo/hi, se fe/hi","bydden ni;basen ni, sen ni","byddech chi;basech chi, sech chi","bydden nhw;basen nhw, sen nhw",
other conditional formsused after pe,"taswn i, bawn i, tawn i","taset ti, baet ti, taet ti","tasai fe/fo/hi, bai fe/fo/hi, tai fe/fo/hi","tasen ni, baen ni, taen ni","tasech chi, baech chi, taech chi","tasen nhw, baen nhw, taen nhw",
imperative,—,"bydd, bydda",—,—,byddwch,—,
Welsh mutation,,,,,,,
radical,soft,nasal,aspirate,,,,
bod,fod,mod,unchanged,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,
