0,1,2,3,4,5,6
number case / gender,singular,plural,,,,
masculine,feminine,neuter,masculine,feminine,neuter,
nominative,ADJ;NOM;SG;MASC,ADJ;NOM;SG;FEM,ADJ;NOM;SG;NEUT,ADJ;NOM;PL;MASC,ADJ;NOM;PL;FEM,ADJ;NOM;PL;NEUT
genitive,ADJ;GEN;SG;MASC,ADJ;GEN;SG;FEM,ADJ;GEN;SG;NEUT,ADJ;GEN;PL;MASC,ADJ;GEN;PL;FEM,ADJ;GEN;PL;NEUT
accusative,ADJ;ACC;SG;MASC,ADJ;ACC;SG;FEM,ADJ;ACC;SG;NEUT,ADJ;ACC;PL;MASC,ADJ;ACC;PL;FEM,ADJ;ACC;PL;NEUT
vocative,ADJ;VOC;SG;MASC,ADJ;VOC;SG;FEM,ADJ;VOC;SG;NEUT,ADJ;VOC;PL;MASC,ADJ;VOC;PL;FEM,ADJ;VOC;PL;NEUT
derivations,"comparative: πιο + positive forms (e.g. πιο ώριμος, etc.) relative superlative: definite article + πιο + positive forms (e.g. ο πιο ώριμος, etc.)",,,,,
comparative,singular,plural,,,,
masculine,feminine,neuter,masculine,feminine,neuter,
nominative,ADJ;NOM;SG;MASC;CMPR,ADJ;NOM;SG;FEM;CMPR,ADJ;NOM;SG;NEUT;CMPR,ADJ;NOM;PL;MASC;CMPR,ADJ;NOM;PL;FEM;CMPR,ADJ;NOM;PL;NEUT;CMPR
genitive,ADJ;GEN;SG;MASC;CMPR,ADJ;GEN;SG;FEM;CMPR,ADJ;GEN;SG;NEUT;CMPR,ADJ;GEN;PL;MASC;CMPR,ADJ;GEN;PL;FEM;CMPR,ADJ;GEN;PL;NEUT;CMPR
accusative,ADJ;ACC;SG;MASC;CMPR,ADJ;ACC;SG;FEM;CMPR,ADJ;ACC;SG;NEUT;CMPR,ADJ;ACC;PL;MASC;CMPR,ADJ;ACC;PL;FEM;CMPR,ADJ;ACC;PL;NEUT;CMPR
vocative,ADJ;VOC;SG;MASC;CMPR,ADJ;VOC;SG;FEM;CMPR,ADJ;VOC;SG;NEUT;CMPR,ADJ;VOC;PL;MASC;CMPR,ADJ;VOC;PL;FEM;CMPR,ADJ;VOC;PL;NEUT;CMPR
derivations,"relative superlative: ο + comparative forms (eg ""ο ωριμότερος"", etc)",,,,,
absolute superlative,singular,plural,,,,
masculine,feminine,neuter,masculine,feminine,neuter,
nominative,ADJ;NOM;SG;MASC;SPRL;AB,ADJ;NOM;SG;FEM;SPRL;AB,ADJ;NOM;SG;NEUT;SPRL;AB,ADJ;NOM;PL;MASC;SPRL;AB,ADJ;NOM;PL;FEM;SPRL;AB,ADJ;NOM;PL;NEUT;SPRL;AB
genitive,ADJ;GEN;SG;MASC;SPRL;AB,ADJ;GEN;SG;FEM;SPRL;AB,ADJ;GEN;SG;NEUT;SPRL;AB,ADJ;GEN;PL;MASC;SPRL;AB,ADJ;GEN;PL;FEM;SPRL;AB,ADJ;GEN;PL;NEUT;SPRL;AB
accusative,ADJ;ACC;SG;MASC;SPRL;AB,ADJ;ACC;SG;FEM;SPRL;AB,ADJ;ACC;SG;NEUT;SPRL;AB,ADJ;ACC;PL;MASC;SPRL;AB,ADJ;ACC;PL;FEM;SPRL;AB,ADJ;ACC;PL;NEUT;SPRL;AB
vocative,ADJ;VOC;SG;MASC;SPRL;AB,ADJ;VOC;SG;FEM;SPRL;AB,ADJ;VOC;SG;NEUT;SPRL;AB,ADJ;VOC;PL;MASC;SPRL;AB,ADJ;VOC;PL;FEM;SPRL;AB,ADJ;VOC;PL;NEUT;SPRL;AB
