0,1,2,3,4
,Non-past tenses,Past tenses,,
Imperfective,Present,Continuous future,Imperfect,
1st person,sg,V;1;SG;IPFV;PRS,V;1;SG;IPFV;FUT,V;1;SG;IPFV;PST
2nd person,V;2;SG;IPFV;PRS,V;2;SG;IPFV;FUT,V;2;SG;IPFV;PST,
3rd person,V;3;SG;IPFV;PRS,V;3;SG;IPFV;FUT,V;3;SG;IPFV;PST,
1st person,pl,V;1;PL;IPFV;PRS,V;1;PL;IPFV;FUT,V;1;PL;IPFV;PST
2nd person,V;2;PL;IPFV;PRS,V;2;PL;IPFV;FUT,V;2;PL;IPFV;PST,
3rd person,V;3;PL;IPFV;PRS,V;3;PL;IPFV;FUT,V;3;PL;IPFV;PST,
,,,,
Perfective,Dependent†,Simple future,Simple past (Aorist),
1st person,sg,V;1;SG;PFV;PRS,V;1;SG;PFV;FUT,V;1;SG;PFV;PST
2nd person,V;2;SG;PFV;PRS,V;2;SG;PFV;FUT,V;2;SG;PFV;PST,
3rd person,V;3;SG;PFV;PRS,V;3;SG;PFV;FUT,V;3;SG;PFV;PST,
1st person,pl,V;1;PL;PFV;PRS,V;1;PL;PFV;FUT,V;1;PL;PFV;PST
2nd person,V;2;PL;PFV;PRS,V;2;PL;PFV;FUT,V;2;PL;PFV;PST,
3rd person,V;3;PL;PFV;PRS,V;3;PL;PFV;FUT,V;3;PL;PFV;PST,
,,,,
Imperative,Imperfective,Perfective,,
2nd person,sg,—3,V;2;SG;IMP,
2nd person,pl,—3,V;2;PL;IMP,
,,,,
Perfect tenses,,,,
Perfect,"έχω χτιστεί, έχεις χτιστεί έχει χτιστεί, …",,,
Future perfect,"θα έχω χτιστεί, θα έχεις χτιστεί, θα έχει χτιστεί, …",,,
Past perfect,"είχα χτιστεί, είχες χτιστεί, είχε χτιστεί, …",,,
,,,,
Subjunctive,,,,
Continuous,"The present tense form preceded by να, ας, etc",,,
Simple,"The dependent form preceded by να, ας, etc",,,
Past perfect,"The perfect tense form preceded by να, ας, etc",,,
,,,,
When multiple forms are listed above the first will usually be the most common; additional forms may be rare and not given by all sources.,,,,
"†  The dependent form is not used independently, negative and tense forms of the verb are produced when the dependent is preceded by the appropriate particle.     The dependent 3rd person singular, the non-finite form, is used with the auxiliary verb έχω in the most common perfect tense forms.1. Colloquial forms2. Identical to present tense form3. The existance of these forms is doubtful",,,,
,,,,
