0,1,2,3
<  50th,60th,70th  >,
Cardinal : վաթսուն ‎(vatʿsun)     Ordinal : վաթսներորդ ‎(vatʿsnerord),,,
,,,
,singular,,plural
nominative,վաթսներորդ ‎(vatʿsnerord),վաթսներորդք ‎(vatʿsnerordkʿ),
genitive,վաթսներորդի ‎(vatʿsnerordi),վաթսներորդաց ‎(vatʿsnerordacʿ),
dative,"վաթսներորդի, վաթսներորդում ‎(vatʿsnerordi, vatʿsnerordum)",վաթսներորդաց ‎(vatʿsnerordacʿ),
accusative,վաթսներորդ ‎(vatʿsnerord),վաթսներորդս ‎(vatʿsnerords),
ablative,վաթսներորդէ ‎(vatʿsnerordē),վաթսներորդաց ‎(vatʿsnerordacʿ),
instrumental,վաթսներորդաւ ‎(vatʿsnerordaw),վաթսներորդաւք = վաթսներորդօք ‎(vatʿsnerordawkʿ = vatʿsnerordōkʿ),
locative,"վաթսներորդի, վաթսներորդում ‎(vatʿsnerordi, vatʿsnerordum)",վաթսներորդս ‎(vatʿsnerords),
note the kinky dative/locative,,,
