0,1,2,3,4,5,6
Audio,,(file),,,,
,singular,plural,,,,
nominative,սեղան ‎(sełan),սեղաններ ‎(sełanner),,,,
dative,սեղանի ‎(sełani),սեղանների ‎(sełanneri),,,,
ablative,սեղանից ‎(sełanicʿ),սեղաններից ‎(sełannericʿ),,,,
instrumental,սեղանով ‎(sełanov),սեղաններով ‎(sełannerov),,,,
locative,սեղանում ‎(sełanum),սեղաններում ‎(sełannerum),,,,
,definite forms,,,,,
nominative,սեղանը/սեղանն ‎(sełanə/sełann),սեղանները/սեղաններն ‎(sełannerə/sełannern),,,,
dative,սեղանին ‎(sełanin),սեղաններին ‎(sełannerin),,,,
,1st person possessive forms (my),,,,,
nominative,սեղանս ‎(sełans),սեղաններս ‎(sełanners),,,,
dative,սեղանիս ‎(sełanis),սեղաններիս ‎(sełanneris),,,,
ablative,սեղանիցս ‎(sełanicʿs),սեղաններիցս ‎(sełannericʿs),,,,
instrumental,սեղանովս ‎(sełanovs),սեղաններովս ‎(sełannerovs),,,,
locative,սեղանումս ‎(sełanums),սեղաններումս ‎(sełannerums),,,,
,2nd person possessive forms (your),,,,,
nominative,սեղանդ ‎(sełand),սեղաններդ ‎(sełannerd),,,,
dative,սեղանիդ ‎(sełanid),սեղաններիդ ‎(sełannerid),,,,
ablative,սեղանիցդ ‎(sełanicʿd),սեղաններիցդ ‎(sełannericʿd),,,,
instrumental,սեղանովդ ‎(sełanovd),սեղաններովդ ‎(sełannerovd),,,,
locative,սեղանումդ ‎(sełanumd),սեղաններումդ ‎(sełannerumd),,,,
գրասեղան ‎(grasełan)  զոհասեղան ‎(zohasełan),,ճաշասեղան ‎(čašasełan)  սեղանատամ ‎(sełanatam),,սեղանապետ ‎(sełanapet)  սեղանատուն ‎(sełanatun),,վաճառասեղան ‎(vačaṙasełan)
