0,1,2
infinitive,eiga,
present participle,eigandi,
past participle,áttr,
indicative,present,past
1st-person singular,á,átta
2nd-person singular,átt,áttir
3rd-person singular,á,átti
1st-person plural,eigum,áttum
2nd-person plural,eigið,áttuð
3rd-person plural,eiga,áttu
subjunctive,present,past
1st-person singular,eiga,átta
2nd-person singular,eigir,áttir
3rd-person singular,eigi,átti
1st-person plural,eigim,áttim
2nd-person plural,eigið,áttið
3rd-person plural,eigi,átti
imperative,present,
2nd-person singular,eig,
1st-person plural,eigum,
2nd-person plural,eiguð,
Danish: eje  Faroese: eiga  Icelandic: eiga,,"Norwegian Bokmål: eie  Norwegian Nynorsk: eiga, eige  Swedish: äga"
