0,1,2
infinitive,biðja,
present participle,biðjandi,
past participle,beðinn,
indicative,present,past
1st-person singular,bið,bað
2nd-person singular,biðr,bazt
3rd-person singular,biðr,bað
1st-person plural,biðjum,báðum
2nd-person plural,biðið,báðuð
3rd-person plural,biðja,báðu
subjunctive,present,past
1st-person singular,biðja,bæða
2nd-person singular,biðir,bæðir
3rd-person singular,biði,bæði
1st-person plural,biðim,bæðim
2nd-person plural,biðið,bæðið
3rd-person plural,biði,bæði
imperative,present,
2nd-person singular,bið,
1st-person plural,biðjum,
2nd-person plural,biðið,
infinitive,biðjask,
present participle,biðjandisk,
past participle,beðizk,
indicative,present,past
1st-person singular,biðjumk,báðumk
2nd-person singular,bizk,bazk
3rd-person singular,bizk,bazk
1st-person plural,biðjumsk,báðumsk
2nd-person plural,biðizk,báðuzk
3rd-person plural,biðjask,báðusk
subjunctive,present,past
1st-person singular,biðjumk,bæðumk
2nd-person singular,biðisk,bæðisk
3rd-person singular,biðisk,bæðisk
1st-person plural,biðimsk,bæðimsk
2nd-person plural,biðizk,bæðizk
3rd-person plural,biðisk,bæðisk
imperative,present,
2nd-person singular,bizk,
1st-person plural,biðjumsk,
2nd-person plural,biðizk,
"beðinn ‎(“asked, requested”)  biðja konu ‎(“to ask in marriage”)",,biðjask fyrir ‎(“to say one's prayers”)  biðjask undan ‎(“to excuse oneself”)
Danish: bede  Faroese: biðja  Icelandic: biðja,,"Norwegian Bokmål: be, bede  Norwegian Nynorsk: be, bede  Swedish: bedja, be"
