0,1,2,3,4,5
,,(file),,,
,INDICATIVE (īstenības izteiksme),IMPERATIVE(pavēles izteiksme),,,
,,Present(tagadne),Past(pagātne),Future(nākotne),
1st pers. sg.,es,glābju,glābu,glābšu,—
2nd pers. sg.,tu,glāb,glābi,glābsi,glāb
3rd pers. sg.,"viņš, viņa",glābj,glāba,glābs,lai glābj
1st pers. pl.,mēs,glābjam,glābām,glābsim,glābsim
2nd pers. pl.,jūs,glābjat,glābāt,"glābsiet,glābsit",glābiet
3rd pers. pl.,"viņi, viņas",glābj,glāba,glābs,lai glābj
,,,,,
CONJUNCTIVE (atstāstījuma izteiksme),PARTICIPLES (divdabji),,,,
Present,glābjot,Present Active 1 (Adj.),glābjošs,,
Past,esot glābis,Present Active 2 (Adv.),glābdams,,
Future,glābšot,Present Active 3 (Adv.),glābjot,,
Imperative,lai glābjot,Present Active 4 (Obj.),glābjam,,
CONDITIONAL (vēlējuma izteiksme),Past Active,glābis,,,
Present,glābtu,Present Passive,glābjams,,
Past,būtu glābis,Past Passive,glābts,,
DEBITIVE (vajadzības izteiksme),NOMINAL FORMS,,,,
Indicative,(būt) jāglābj,Infinitive (nenoteiksme),glābt,,
Conjunctive 1,esot jāglābj,Negative Infinitive,neglābt,,
Conjunctive 2,jāglābjot,Verbal noun,glābšana,,
