0,1,2,3
Audio (NV),,(file),
IMPERFECTIVE,singular,duoplural,plural
1st person,dishááh,diitʼaash,diikááh
2nd person,dínááh,dohʼaash,dohkááh
3rd person,dighááh,diʼaash,dikááh
4th person,jidighááh,jidiʼaash,jidikááh
PERFECTIVE,singular,duoplural,plural
1st person,déyá,deetʼáázh,deekai
2nd person,díníyá,dishooʼáázh,disoohkai
3rd person,deeyá,deezhʼáázh,deeskai
4th person,jideeyá,jideezhʼáázh,jideeskai
FUTURE,singular,duoplural,plural
1st person,dideeshááł,didiitʼash,didiikah
2nd person,didíínááł,didoohʼash,didoohkah
3rd person,didoogááł,didooʼash,didookah
4th person,jididoogááł,jididooʼash,jididookah
