0,1,2,3
IMPERFECTIVE,singular,duoplural,plural
1st person,daastsaah,—,—
2nd person,danitsaah,—,—
3rd person,daatsaah,—,—
4th person,dajitsaah,—,—
PERFECTIVE,singular,duoplural,plural
1st person,dasétsą́,—,—
2nd person,dasínítsą́,—,—
3rd person,daaztsą́,—,—
4th person,dajiztsą́,—,—
FUTURE,singular,duoplural,plural
1st person,dadeestsaał,—,—
2nd person,dadíítsaał,—,—
3rd person,dadootsaał,—,—
4th person,dazhdootsaał,—,—
OPTATIVE,singular,duoplural,plural
1st person,daostsaał,—,—
2nd person,daóótsaał,—,—
3rd person,daotsaał,—,—
4th person,dajótsaał,—,—
