0,1,2,3,4
audio,,(file),,
Inflection of bruin,,,,
uninflected,bruin,,,
inflected,bruine,,,
comparative,bruiner,,,
,positive,comparative,superlative,
predicative/adverbial,bruin,bruiner,het bruinsthet bruinste,
indefinite,m./f. sing.,bruine,bruinere,bruinste
n. sing.,bruin,bruiner,bruinste,
plural,bruine,bruinere,bruinste,
definite,bruine,bruinere,bruinste,
partitive,bruins,bruiners,—,
Colors in Dutch · kleuren (layout · text),,,,
rood,groen,geel,roomwit,wit
karmijnrood,magenta,groenblauw/petrolblauw,groengeel/limoengroen,roze
indigo,blauw,oranje,grijs,violet
zwart,paars,bruin,azuurblauw,blauwgroen/cyaan
