0,1,2
Audio,,(file)
PIE root,,
*h₂weh₁-,,
Inflection of waaien (weak),,
infinitive,waaien,
past singular,waaide,
past participle,gewaaid,
infinitive,waaien,
gerund,waaien n,
verbal noun,—,
,present tense,past tense
1st person singular,waai,waaide
2nd person sing. (jij),waait,waaide
2nd person sing. (u),waait,waaide
2nd person sing. (gij),waait,waaide
3rd person singular,waait,waaide
plural,waaien,waaiden
,,
subjunctive sing.1,waaie,waaide
subjunctive plur.1,waaien,waaiden
,,
imperative sing.,waai,
imperative plur.1,waait,
,,
participles,waaiend,gewaaid
1) Archaic.,,
Inflection of waaien (strong class 6 with weak past participle),,
infinitive,waaien,
past singular,woei,
past participle,gewaaid,
infinitive,waaien,
gerund,waaien n,
verbal noun,—,
,present tense,past tense
1st person singular,waai,woei
2nd person sing. (jij),waait,woei
2nd person sing. (u),waait,woei
2nd person sing. (gij),waait,woeit
3rd person singular,waait,woei
plural,waaien,woeien
,,
subjunctive sing.1,waaie,woeie
subjunctive plur.1,waaien,woeien
,,
imperative sing.,waai,
imperative plur.1,waait,
,,
participles,waaiend,gewaaid
1) Archaic.,,
