0,1,2
audio (Belgium),,(file)
audio (Netherlands),,(file)
PIE root,,
*(s)ker-,,
Inflection of scheren (strong class non-standard),,
infinitive,scheren,
past singular,schoor,
past participle,geschoren,
infinitive,scheren,
gerund,scheren n,
verbal noun,—,
,present tense,past tense
1st person singular,scheer,schoor
2nd person sing. (jij),scheert,schoor
2nd person sing. (u),scheert,schoor
2nd person sing. (gij),scheert,schoort
3rd person singular,scheert,schoor
plural,scheren,schoren
,,
subjunctive sing.1,schere,schore
subjunctive plur.1,scheren,schoren
,,
imperative sing.,scheer,
imperative plur.1,scheert,
,,
participles,scherend,geschoren
1) Archaic.,,
Inflection of scheren (weak),,
infinitive,scheren,
past singular,scheerde,
past participle,gescheerd,
infinitive,scheren,
gerund,scheren n,
verbal noun,—,
,present tense,past tense
1st person singular,scheer,scheerde
2nd person sing. (jij),scheert,scheerde
2nd person sing. (u),scheert,scheerde
2nd person sing. (gij),scheert,scheerde
3rd person singular,scheert,scheerde
plural,scheren,scheerden
,,
subjunctive sing.1,schere,scheerde
subjunctive plur.1,scheren,scheerden
,,
imperative sing.,scheer,
imperative plur.1,scheert,
,,
participles,scherend,gescheerd
1) Archaic.,,
