0,1,2
ebben,,(file)
Inflection of ebben (weak),,
infinitive,ebben,
past singular,ebde,
past participle,geëbd,
infinitive,ebben,
gerund,ebben n,
verbal noun,—,
,present tense,past tense
1st person singular,eb,ebde
2nd person sing. (jij),ebt,ebde
2nd person sing. (u),ebt,ebde
2nd person sing. (gij),ebt,ebde
3rd person singular,ebt,ebde
plural,ebben,ebden
,,
subjunctive sing.1,ebbe,ebde
subjunctive plur.1,ebben,ebden
,,
imperative sing.,eb,
imperative plur.1,ebt,
,,
participles,ebbend,geëbd
1) Archaic.,,
