0,1,2,3
<  0,1.0,2  >,
Cardinal : ein     Ordinal : fyrsti     Distributive : einir,,,
,,,
"ein, eitt (a, one) - article, numeral, adjective, indefinite pronoun",,,
Singular (eintal),m,f,n
Nominative (hvørfall),ein,ein,eitt
Accusative (hvønnfall),eina,,
Dative (hvørjumfall),einum,eini / einari,einum
Genitive (hvørsfall),(eins),(einar),(eins)
,,,
Plural (fleirtal),m,f,n
Nominative (hvørfall),einir,einar,eini
Accusative (hvønnfall),einar,,
Dative (hvørjumfall),einum,,
Genitive (hvørsfall),(eina),,
ein dagin - somewhen  ein og hvør - everybody,,ein sigur - one says  eitt nú - for instance,
