0,1,2,3
drukkin a34,,,
Singular (eintal),m (kallkyn),f (kvennkyn),n (hvørkikyn)
Nominative (hvørfall),drukkin,drukkin,drukkið
Accusative (hvønnfall),druknan,drukna,
Dative (hvørjumfall),druknum,druknari,druknum
Genitive (hvørsfall),(drukkins),(druknar),(drukkins)
,,,
Plural (fleirtal),m (kallkyn),f (kvennkyn),n (hvørkikyn)
Nominative (hvørfall),druknir,druknar,drukkin
Accusative (hvønnfall),druknar,,
Dative (hvørjumfall),druknum,,
Genitive (hvørsfall),(drukna),,
deyðadrukkin  hálvdrukkin  lukkudrukkin,,ovdrukkin  ódrukkin,
