0,1,2,3,4,5,6,7
participles,present active participle,past active aorist participle,past active imperfect participle,past passive participle,verbal noun,adverbial participle,
masculine,indefinite,завиращ,завирал,завирал,завиран,,завирайки
definite subject form,завиращият,завиралият,—,завираният,,,
definite object form,завиращия,завиралия,—,завирания,,,
feminine,indefinite,завираща,завирала,завирала,завирана,,
definite,завиращата,завиралата,—,завираната,,,
neuter,indefinite,завиращо,завирало,завирало,завирано,завиране,
definite,завиращото,завиралото,—,завираното,завирането,,
plural,indefinite,завиращи,завирали,завирали,завирани,завирания-нета,
definite,завиращите,завиралите,—,завираните,завиранията-нетата,,
person,singular,plural,,,,,
first,second,third,first,second,third,,
indicative,аз,ти,той/тя/то,ние,вие,те,
present,завирам,завираш,завира,завираме,завирате,завират,
imperfect,завирах,завираше,завираше,завирахме,завирахте,завираха,
aorist,завирах,завира,завира,завирахме,завирахте,завираха,
future,pos.,Use ще followed by the present indicative tense,,,,,
neg.,Use няма да followed by the present indicative tense,,,,,,
future in the past,pos.,Use the imperfect indicative tense of ща followed by да and the present indicative tense,,,,,
neg.,Use нямаше да followed by the present indicative tense,,,,,,
present perfect,"Use the present indicative tense of съм and завирал m, завирала f, завирало n, or завирали pl",,,,,,
past perfect,"Use the impefect indicative tense of съм and завирал m, завирала f, завирало n, or завирали pl",,,,,,
future perfect,"Use the future indicative tense of съм and завирал m, завирала f, завирало n, or завирали pl",,,,,,
future perfect in the past,"Use the future in the past indicative tense of съм and завирал m, завирала f, завирало n, or завирали pl",,,,,,
renarrative,аз,ти,той/тя/то,ние,вие,те,
present and imperfect,"Use the present indicative tense of съм (leave it out in third person) and завирал m, завирала f, завирало n, or завирали pl",,,,,,
aorist,"Use the present indicative tense of съм (leave it out in third person) and завирал m, завирала f, завирало n, or завирали pl",,,,,,
future and future in the past,pos.,Use the present/imperfect renarrative tense of ща followed by да and the present indicative tense,,,,,
neg.,Use нямало да and the present indicative tense,,,,,,
present and past perfect,"Use the present/imperfect renarrative tense of съм and завирал m, завирала f, завирало n, or завирали pl",,,,,,
future perfect and future perfect in the past,"Use the future/future in the past renarrative tense of съм and завирал m, завирала f, завирало n, or завирали pl",,,,,,
dubitative,аз,ти,той/тя/то,ние,вие,те,
present and mperfect,"Use the present/imperfect renarrative tense of съм and завирал m, завирала f, завирало n, or завирали pl",,,,,,
aorist,"Use the aorist renarrative tense of съм and завирал m, завирала f, завирало n, or завирали pl",,,,,,
future and future in the past,pos.,Use the present/imperfect dubitative tense of ща followed by да and the present indicative tense,,,,,
neg.,Use нямало било да and the present indicative tense,,,,,,
present and past perfect,none,,,,,,
future perfect and future perfect in the past,"Use the future/future in the past dubitative tense of съм and завирал m, завирала f, завирало n, or завирали pl",,,,,,
conclusive,аз,ти,той/тя/то,ние,вие,те,
present and imperfect,"Use the present indicative tense of съм and завирал m, завирала f, завирало n, or завирали pl",,,,,,
aorist,"Use the present indicative tense of съм and завирал m, завирала f, завирало n, or завирали pl",,,,,,
future and future in the past,pos.,Use the present/imperfect conclusive tense of ща followed by да and the present indicative tense,,,,,
neg.,Use нямало е да and the present indicative tense,,,,,,
present and past perfect,"Use the present/imperfect conclusive tense of съм and завирал m, завирала f, завирало n, or завирали pl",,,,,,
future perfect and future perfect in the past,"Use the future/future in the past conclusive tense of съм and завирал m, завирала f, завирало n, or завирали pl",,,,,,
conditional,аз,ти,той/тя/то,ние,вие,те,
"Use the first aorist indicative tense of бъда and завирал m, завирала f, завирало n, or завирали pl",,,,,,,
imperative,-,ти,-,-,вие,-,
,завирай,,,завирайте,,,
participles,present active participle,past active aorist participle,past active imperfect participle,past passive participle,verbal noun,adverbial participle,
masculine,indefinite,завиращ,завирал,завирал,—,,завирайки
definite subject form,завиращият,завиралият,—,—,,,
definite object form,завиращия,завиралия,—,—,,,
feminine,indefinite,завираща,завирала,завирала,—,,
definite,завиращата,завиралата,—,—,,,
neuter,indefinite,завиращо,завирало,завирало,—,завиране,
definite,завиращото,завиралото,—,—,завирането,,
plural,indefinite,завиращи,завирали,завирали,—,завирания-нета,
definite,завиращите,завиралите,—,—,завиранията-нетата,,
