0,1,2,3,4,5,6,7
infinitive,voler,,,,,,
present participle,volent,,,,,,
past participle,volgut,,,,,,
person,singular,plural,,,,,
first,second,third,first,second,third,,
indicative,,ieu,tu,el/ela,nosautresnos,vosautresvos,eles/elas
present,vòli,vòles,vòl,volèm,volètz,vòlon,
imperfect,voliái,voliás,voliá,voliam,voliatz,volián,
future,volrai,volràs,volrà,volrem,volretz,volràn,
preterite,volguèri,volguères,volguèt,volguèrem,volguèretz,volguèron,
conditional,volriái,volriás,volriá,volriam,volriatz,volrián,
subjunctive,,ieu,tu,el/ela,nosautresnos,vosautresvos,eles/elas
present,vòlga,vòlgas,vòlga,volgam,volgatz,vòlgan,
imperfect,volguèsse,volguèsses,volguèsse,volguèssem,volguèssetz,volguèsson,
imperative,—,tu,—,nosautres,vosautresvos,—,
—,vòlga,—,volgam,volgatz,—,,
,,,,,,,
