0,1,2,3,4,5,6,7
infinitive,faire,,,,,,
present participle,fasent,,,,,,
past participle,fach,,,,,,
person,singular,plural,,,,,
first,second,third,first,second,third,,
indicative,,ieu,tu,el/ela,nosautresnos,vosautresvos,eles/elas
present,fau,fas,fa,fasèm,fasètz,fan,
imperfect,fasiái,fasiás,fasiá,fasiam,fasiatz,fasián,
future,farai,faràs,farà,farem,faretz,faràn,
preterite,faguèri,faguères,faguèt,faguèrem,faguèretz,faguèron,
conditional,fariái,fariás,fariá,fariam,fariatz,farián,
subjunctive,,ieu,tu,el/ela,nosautresnos,vosautresvos,eles/elas
present,faga,fagas,faga,fagam,fagatz,fagan,
imperfect,faguèsse,faguèsses,faguèsse,faguèssem,faguèssetz,faguèsson,
imperative,—,tu,—,nosautres,vosautresvos,—,
—,fai,—,fagam,fasètz,—,,
,,,,,,,
