0,1,2,3,4,5,6,7
infinitive,"օթել, օթիլ* ‎(ōtʿel, ōtʿil*)",participle,"օթեցեալ, օթեալ ‎(ōtʿecʿeal, ōtʿeal)",,,,
causative,—,aorist stem,օթեց- ‎(ōtʿecʿ-),,,,
person,singular,plural,,,,,
1st person,2nd person,3rd person,1st person,2nd person,3rd person,,
indicative,,ես,դու,նա,մեք,դուք,նոքա
present,օթիմ ‎(ōtʿim),օթիս ‎(ōtʿis),օթի ‎(ōtʿi),օթիմք ‎(ōtʿimkʿ),օթիք ‎(ōtʿikʿ),օթին ‎(ōtʿin),
imperfect,օթէի ‎(ōtʿēi),օթէիր ‎(ōtʿēir),"օթէր, օթիւր ‎(ōtʿēr, ōtʿiwr)",օթէաք ‎(ōtʿēakʿ),օթէիք ‎(ōtʿēikʿ),օթէին ‎(ōtʿēin),
aorist,օթեցայ ‎(ōtʿecʿay),օթեցար ‎(ōtʿecʿar),օթեցաւ ‎(ōtʿecʿaw),օթեցաք ‎(ōtʿecʿakʿ),օթեցայք ‎(ōtʿecʿaykʿ),օթեցան ‎(ōtʿecʿan),
subjunctive,,ես,դու,նա,մեք,դուք,նոքա
present,օթիցիմ ‎(ōtʿicʿim),օթիցիս ‎(ōtʿicʿis),օթիցի ‎(ōtʿicʿi),օթիցիմք ‎(ōtʿicʿimkʿ),օթիցիք ‎(ōtʿicʿikʿ),օթիցին ‎(ōtʿicʿin),
aorist,օթեցայց ‎(ōtʿecʿaycʿ),օթեսցիս ‎(ōtʿescʿis),օթեսցի ‎(ōtʿescʿi),օթեսցուք ‎(ōtʿescʿukʿ),օթեսջիք ‎(ōtʿesǰikʿ),օթեսցին ‎(ōtʿescʿin),
imperatives,,—,(դու),—,—,(դուք),—
imperative,—,օթեա՛ց ‎(ōtʿeácʿ),—,—,օթեցարո՛ւք ‎(ōtʿecʿarúkʿ),—,
cohortative,—,օթեսջի՛ր ‎(ōtʿesǰír),—,—,օթեսջի՛ք ‎(ōtʿesǰíkʿ),—,
prohibitive,—,մի՛ օթիր ‎(mí ōtʿir),—,—,մի՛ օթիք ‎(mí ōtʿikʿ),—,
*post-classical,,,,,,,
