0,1,2,3,4,5,6,7
infinitive,պաշտել ‎(paštel),participle,"պաշտեցեալ, պաշտեալ ‎(paštecʿeal, pašteal)",,,,
causative,—,aorist stem,պաշտեց- ‎(paštecʿ-),,,,
person,singular,plural,,,,,
1st person,2nd person,3rd person,1st person,2nd person,3rd person,,
indicative,,ես,դու,նա,մեք,դուք,նոքա
present,պաշտեմ ‎(paštem),պաշտես ‎(paštes),պաշտէ ‎(paštē),պաշտեմք ‎(paštemkʿ),պաշտէք ‎(paštēkʿ),պաշտեն ‎(pašten),
imperfect,"պաշտէի, պաշտեի* ‎(paštēi, paštei*)","պաշտէիր, պաշտեիր* ‎(paštēir, pašteir*)",պաշտէր ‎(paštēr),"պաշտէաք, պաշտեաք* ‎(paštēakʿ, pašteakʿ*)","պաշտէիք, պաշտեիք* ‎(paštēikʿ, pašteikʿ*)","պաշտէին, պաշտեին* ‎(paštēin, paštein*)",
aorist,պաշտեցի ‎(paštecʿi),պաշտեցեր ‎(paštecʿer),պաշտեաց ‎(pašteacʿ),պաշտեցաք ‎(paštecʿakʿ),"պաշտեցէք, պաշտեցիք ‎(paštecʿēkʿ, paštecʿikʿ)",պաշտեցին ‎(paštecʿin),
subjunctive,,ես,դու,նա,մեք,դուք,նոքա
present,պաշտիցեմ ‎(pašticʿem),պաշտիցես ‎(pašticʿes),պաշտիցէ ‎(pašticʿē),պաշտիցեմք ‎(pašticʿemkʿ),պաշտիցէք ‎(pašticʿēkʿ),պաշտիցեն ‎(pašticʿen),
aorist,պաշտեցից ‎(paštecʿicʿ),պաշտեսցես ‎(paštescʿes),պաշտեսցէ ‎(paštescʿē),պաշտեսցուք ‎(paštescʿukʿ),պաշտեսջիք ‎(paštesǰikʿ),պաշտեսցեն ‎(paštescʿen),
imperatives,,—,(դու),—,—,(դուք),—
imperative,—,պաշտեա՛ ‎(pašteá),—,—,պաշտեցէ՛ք ‎(paštecʿḗkʿ),—,
cohortative,—,պաշտեսջի՛ր ‎(paštesǰír),—,—,պաշտեսջի՛ք ‎(paštesǰíkʿ),—,
prohibitive,—,մի՛ պաշտեր ‎(mí pašter),—,—,մի՛ պաշտէք ‎(mí paštēkʿ),—,
*rare,,,,,,,
infinitive,"պաշտել, պաշտիլ* ‎(paštel, paštil*)",participle,"պաշտեցեալ, պաշտեալ ‎(paštecʿeal, pašteal)",,,,
causative,—,aorist stem,պաշտեց- ‎(paštecʿ-),,,,
person,singular,plural,,,,,
1st person,2nd person,3rd person,1st person,2nd person,3rd person,,
indicative,,ես,դու,նա,մեք,դուք,նոքա
present,պաշտիմ ‎(paštim),պաշտիս ‎(paštis),պաշտի ‎(pašti),պաշտիմք ‎(paštimkʿ),պաշտիք ‎(paštikʿ),պաշտին ‎(paštin),
imperfect,պաշտէի ‎(paštēi),պաշտէիր ‎(paštēir),"պաշտէր, պաշտիւր ‎(paštēr, paštiwr)",պաշտէաք ‎(paštēakʿ),պաշտէիք ‎(paštēikʿ),պաշտէին ‎(paštēin),
aorist,պաշտեցայ ‎(paštecʿay),պաշտեցար ‎(paštecʿar),պաշտեցաւ ‎(paštecʿaw),պաշտեցաք ‎(paštecʿakʿ),պաշտեցայք ‎(paštecʿaykʿ),պաշտեցան ‎(paštecʿan),
subjunctive,,ես,դու,նա,մեք,դուք,նոքա
present,պաշտիցիմ ‎(pašticʿim),պաշտիցիս ‎(pašticʿis),պաշտիցի ‎(pašticʿi),պաշտիցիմք ‎(pašticʿimkʿ),պաշտիցիք ‎(pašticʿikʿ),պաշտիցին ‎(pašticʿin),
aorist,պաշտեցայց ‎(paštecʿaycʿ),պաշտեսցիս ‎(paštescʿis),պաշտեսցի ‎(paštescʿi),պաշտեսցուք ‎(paštescʿukʿ),պաշտեսջիք ‎(paštesǰikʿ),պաշտեսցին ‎(paštescʿin),
imperatives,,—,(դու),—,—,(դուք),—
imperative,—,պաշտեա՛ց ‎(pašteácʿ),—,—,պաշտեցարո՛ւք ‎(paštecʿarúkʿ),—,
cohortative,—,պաշտեսջի՛ր ‎(paštesǰír),—,—,պաշտեսջի՛ք ‎(paštesǰíkʿ),—,
prohibitive,—,մի՛ պաշտիր ‎(mí paštir),—,—,մի՛ պաշտիք ‎(mí paštikʿ),—,
*post-classical,,,,,,,
