0,1,2,3,4
,singular (uncountable),,,
nominative,չիք ‎(čʿikʿ),,,
genitive,չքի ‎(čʿkʿi),,,
dative,չքի ‎(čʿkʿi),,,
accusative,չիք ‎(čʿikʿ),,,
ablative,չքէ ‎(čʿkʿē),,,
instrumental,? ‎(?),,,
locative,չքի ‎(čʿkʿi),,,
"the instrumental singular is not attested, which does not allow determining whether the word followed an i-type or an i-a-type declension",,,,
անչքութիւն ‎(ančʿkʿutʿiwn)  չէուչիք ‎(čʿēučʿikʿ)  չքանամ ‎(čʿkʿanam)  չքաստան ‎(čʿkʿastan)  չքատիմ ‎(čʿkʿatim)  չքացուցանեմ ‎(čʿkʿacʿucʿanem),,չքաւոր ‎(čʿkʿawor)  չքաւորական ‎(čʿkʿaworakan)  չքաւորիմ ‎(čʿkʿaworim)  չքաւորութիւն ‎(čʿkʿaworutʿiwn)  չքիմ ‎(čʿkʿim),,չքմեղ ‎(čʿkʿmeł)  չքմեղիկ ‎(čʿkʿmełik)  չքոտի ‎(čʿkʿoti)  չքոտիմ ‎(čʿkʿotim)  չքութիւն ‎(čʿkʿutʿiwn)
