0,1,2,3,4,5,6,7
audio,,(file),,,,,
,simple,compound,,,,,
infinitive,goûter,avoir goûté,,,,,
gerund,en goûtant,en ayant goûté,,,,,
present participle,goûtant/ɡu.tɑ̃/,,,,,,
past participle,goûté/ɡu.te/,,,,,,
person,singular,plural,,,,,
first,second,third,first,second,third,,
indicative,je (j’),tu,il,nous,vous,ils,
simpletenses,present,goûte/ɡut/,goûtes/ɡut/,goûte/ɡut/,goûtons/ɡu.tɔ̃/,goûtez/ɡu.te/,goûtent/ɡut/
imperfect,goûtais/ɡu.tɛ/,goûtais/ɡu.tɛ/,goûtait/ɡu.tɛ/,goûtions/ɡu.tjɔ̃/,goûtiez/ɡu.tje/,goûtaient/ɡu.tɛ/,
past historic1,goûtai/ɡu.te/,goûtas/ɡu.ta/,goûta/ɡu.ta/,goûtâmes/ɡu.tam/,goûtâtes/ɡu.tat/,goûtèrent/ɡu.tɛʁ/,
future,goûterai/ɡu.tə.ʁe/,goûteras/ɡu.tə.ʁa/,goûtera/ɡu.tə.ʁa/,goûterons/ɡu.tə.ʁɔ̃/,goûterez/ɡu.tə.ʁe/,goûteront/ɡu.tə.ʁɔ̃/,
conditional,goûterais/ɡu.tə.ʁɛ/,goûterais/ɡu.tə.ʁɛ/,goûterait/ɡu.tə.ʁɛ/,goûterions/ɡu.tə.ʁjɔ̃/,goûteriez/ɡu.tə.ʁje/,goûteraient/ɡu.tə.ʁɛ/,
compoundtenses,present perfect,Use the present tense of avoir followed by the past participle,,,,,
pluperfect,Use the imperfect tense of avoir followed by the past participle,,,,,,
past anterior1,Use the past historic tense of avoir followed by the past participle,,,,,,
future perfect,Use the future tense of avoir followed by the past participle,,,,,,
conditional perfect,Use the conditional tense of avoir followed by the past participle,,,,,,
subjunctive,que je (j’),que tu,qu’il,que nous,que vous,qu’ils,
simpletenses,present,goûte/ɡut/,goûtes/ɡut/,goûte/ɡut/,goûtions/ɡu.tjɔ̃/,goûtiez/ɡu.tje/,goûtent/ɡut/
imperfect1,goûtasse/ɡu.tas/,goûtasses/ɡu.tas/,goûtât/ɡu.ta/,goûtassions/ɡu.ta.sjɔ̃/,goûtassiez/ɡu.ta.sje/,goûtassent/ɡu.tas/,
compoundtenses,past,Use the present subjunctive tense of avoir followed by the past participle,,,,,
pluperfect1,Use the imperfect subjunctive tense of avoir followed by the past participle,,,,,,
imperative,–,tu,–,nous,vous,–,
—,goûte/ɡut/,—,goûtons/ɡu.tɔ̃/,goûtez/ɡu.te/,—,,
1literary tenses,,,,,,,
