0,1,2,3,4,5,6,7
infinitive,a domestici,,,,,,
gerund,domesticind,,,,,,
past participle,domesticit,,,,,,
number,singular,plural,,,,,
person,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
indicative,,eu,tu,el/ea,noi,voi,ei/ele
present,domesticesc,domesticești,domesticește,domesticim,domesticiți,domesticesc,
imperfect,domesticeam,domesticeai,domesticea,domesticeam,domesticeați,domesticeau,
simple perfect,domesticii,domesticiși,domestici,domesticirăm,domesticirăți,domesticiră,
pluperfect,domesticisem,domesticiseși,domesticise,domesticiserăm,domesticiserăți,domesticiseră,
subjunctive,,eu,tu,el/ea,noi,voi,ei/ele
present,să domesticesc,să domesticești,să domesticească,să domesticim,să domesticiți,să domesticească,
imperative,,—,tu,—,—,voi,—
affirmative,,domesticește,,,domesticiți,,
negative,,nu domestici,,,nu domesticiți,,
