0,1,2,3,4,5,6,7
,singular,plural,,,,,
,indefinite articulation,definite articulation,indefinite articulation,definite articulation,,,
nominative/accusative,(un) component,componentul,(niște) componente,componentele,,,
genitive/dative,(unui) component,componentului,(unor) componente,componentelor,,,
vocative,componentule,componentelor,,,,,
,singular,plural,,,,,
,indefinite articulation,definite articulation,indefinite articulation,definite articulation,,,
nominative/accusative,(un) component,componentul,(niște) componenți,componenții,,,
genitive/dative,(unui) component,componentului,(unor) componenți,componenților,,,
vocative,componentule,componenților,,,,,
,singular,plural,,,,,
,,masculine,neuter,feminine,masculine,neuter,feminine
nominative/ accusative,indefinite,component,componentă,componenți,componente,,
definite,componentul,componenta,componenții,componentele,,,
genitive/ dative,indefinite,component,componente,componenți,componente,,
definite,componentului,componentei,componenților,componentelor,,,
